,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links,Name
10387,SenStabenow,2021-06-15T22:09:08.000Z,Our infrastructure plan needs to invest in our places AND our people! https://t.co/lRL6psWxNZ,",",",",",",",https://t.co/lRL6psWxNZ,",
10388,SenStabenow,2021-06-15T21:14:32.000Z,"It’s free. It’s easy. It saves lives – maybe yours!
 
Visit https://t.co/kGAgAAOPJ5 to schedule your vaccine appointment today. #MIDoseofHope",",",",MIDoseofHope,",",",",https://t.co/kGAgAAOPJ5,",
10389,SenStabenow,2021-06-15T19:29:51.000Z,"Today we're taking the next step to expand community mental health and addiction services to millions in this country.

Thanks to our partners at @NationalCouncil for helping make this possible.",",",",",",NationalCouncil,",",",
10390,SenStabenow,2021-06-15T19:29:50.000Z,"It started in 1963 with President Kennedy.
 
He believed that people with mental health issues should be able to get treatment in their communities.
 
58 years later @RoyBlunt and I are working hard to make his vision a reality.",",",",",",RoyBlunt,",",",
10391,SenStabenow,2021-06-15T16:04:41.000Z,"We are making services better and more available to you regardless of where you live. Every mom, dad, friend, neighbor, and child must be able to receive high quality mental health and addiction services.",",",",",",",",",
10392,SenStabenow,2021-06-15T16:04:41.000Z,".@RoyBlunt &amp; I have seen how CCBHCs are making a difference - helping 1.5 million people and counting. This is just the beginning of what can be done and what needs to be done.
https://t.co/VvQuKBWAU4",",",",",",RoyBlunt,",",https://t.co/VvQuKBWAU4,",
10393,SenStabenow,2021-06-15T16:04:40.000Z,The pandemic hit people so hard. More people are struggling with their mental health and I’m committed to making sure they get the help they need.,",",",",",",",",
10394,SenStabenow,2021-06-15T14:48:13.000Z,"Incredibly humbled and moved last night.
 
I joined my colleagues in a moment of silence for the 600,000 Americans we've lost to COVID-19. My heart goes out to all those grieving because of this disease. https://t.co/Ah5sngkFbc",",",",",",",",https://t.co/Ah5sngkFbc,",
10395,SenStabenow,2021-06-14T21:26:39.000Z,"RT @USArmy: 🎂 HappyBirthday! 🎂 

This year marks 246 years of America’s Army serving and protecting our nation.

Today, we honor the legacy…",",USArmy,",",",",",",",
10396,SenStabenow,2021-06-13T22:08:55.000Z,Thank you @VP Harris! And I agree! It’s time to pass the Equality Act. #HappyPrideMonth https://t.co/BsBhtHyNXB,",",",HappyPrideMonth,",",VP,",",https://t.co/BsBhtHyNXB,",
10397,SenStabenow,2021-06-13T20:00:00.000Z,"It’s no surprise Michigan workers are saving lives across the globe. 
 
They truly are the best in the world! 
https://t.co/XAX8Z50MQY",",",",",",",",https://t.co/XAX8Z50MQY,",
10398,SenStabenow,2021-06-13T14:00:00.000Z,"BIG NEWS FOR MICHIGAN: The Senate PASSED my Make It in America Act.
 
This is HUGE for Michigan businesses and workers! https://t.co/XTEvW2w2Uj",",",",",",",",https://t.co/XTEvW2w2Uj,",
10399,SenStabenow,2021-06-12T22:30:00.000Z,"It’s outrageous there's toxic foam floating on Lake Margrethe in Grayling &amp; Van Etten Lake in Oscoda. It’s so bad that it’s literally raining PFAS in our state. This is no way to live. I’m demanding DOD speed up the cleaning. People can't wait any longer.
https://t.co/DePr3uzwy5",",",",",",",",https://t.co/DePr3uzwy5,",
10400,SenStabenow,2021-06-12T19:00:01.000Z,"Don't let another day pass without health coverage.
 
Head to https://t.co/pHg3hnRoQl and #GetCovered before August 15!",",",",GetCovered,",",",",https://t.co/pHg3hnRoQl,",
10401,SenStabenow,2021-06-12T15:00:01.000Z,"Paula, you are an amazing hero! Caregiving is one of the hardest jobs in the world. I’m with you and committed to getting more help to all the heroes caring for their loved ones. 
https://t.co/MSz2NtjfDy",",",",",",",",https://t.co/MSz2NtjfDy,",
10402,SenStabenow,2021-06-12T14:52:31.000Z,"During @POTUS’ trip, he is showing the world that America is back! And we are going to export our products, not our jobs!

Watch my full conversation with @AliVelshi this morning: https://t.co/vVgK8jDcrm",",",",",",POTUS,AliVelshi,",",https://t.co/vVgK8jDcrm,",
10403,SenGaryPeters,2021-06-17T18:57:29.000Z,"Today’s #SCOTUS ruling is critical for upholding access to quality, affordable health care &amp; protecting those with pre-existing health conditions. I’ll keep fighting to build on the progress we’ve made and work with @POTUS’ Administration to reduce costs. https://t.co/SOKrW0VQJ5",",",",SCOTUS,",",POTUS,",",https://t.co/SOKrW0VQJ5,",
10404,SenGaryPeters,2021-06-16T18:37:39.000Z,"My mother was the cornerstone of our family. Our hearts are shattered at her passing. She lived her incredible life to the fullest, devoted herself to her family and spent her life helping everyone she met. My full statement: https://t.co/9zO2YaKpHi https://t.co/CpvpzwghcQ",",",",",",",",https://t.co/9zO2YaKpHi,https://t.co/CpvpzwghcQ,",
10405,SenGaryPeters,2021-06-16T14:17:41.000Z,"Live venues &amp; local movie theaters are the cultural heart of our communities. I joined my colleagues in a bipartisan effort, pressing @SBAgov to speed up the distribution of funding Congress passed in the #SaveOurStages Act. It’s critical these venues get funding to stay afloat.",",",",SaveOurStages,",",SBAgov,",",",
10406,SenGaryPeters,2021-06-15T22:54:11.000Z,"Ahead of @POTUS’ meeting w/ Putin, I joined my colleagues in a bipartisan, bicameral letter urging the President to raise Paul Whelan's case. He is detained in Russia despite no evidence presented, no due process &amp; a sham trial. It’s past time for Paul to come home to Michigan. https://t.co/VfLRL9TF6Y",",",",",",POTUS,",",https://t.co/VfLRL9TF6Y,",
10407,SenGaryPeters,2021-06-14T13:10:47.000Z,"As the son of an Army 1st Lieutenant who served in Europe during WWII &amp; member of the Senate Armed Services Committee, I’m grateful to the brave men and women in the U.S. Army who have served and continue to serve our country. #ArmyBday https://t.co/mOAklW6kfR",",",",ArmyBday,",",",",https://t.co/mOAklW6kfR,",
10408,SenGaryPeters,2021-06-13T13:26:41.000Z,"The @DeptofDefense’s proposed budget is insufficient for addressing PFAS contamination at military installations. I raised this with @SecDef Austin &amp; he committed to working to remediate these sites. 

WATCH📺 https://t.co/9WsXnnPuYS",",",",",",DeptofDefenses,SecDef,",",https://t.co/9WsXnnPuYS,",
10409,SenGaryPeters,2021-06-12T23:08:14.000Z,"As our global competitors—including the Chinese government—are making significant investments in research &amp; development, we must act to boost our economic competitiveness.

Proud to help pass this bill to ensure Michigan stays at the cutting-edge of manufacturing &amp; innovation. https://t.co/wVEXZCoTJO",",",",",",",",https://t.co/wVEXZCoTJO,",
10410,SenGaryPeters,2021-06-12T14:15:50.000Z,"ICYMI - I joined @SenStabenow to introduce two bills that will help accelerate testing and cleanup efforts at military sites in Michigan and across the country that have been contaminated by PFAS chemicals.

We owe it to our Michigan veterans and our communities to get this done. https://t.co/z38GZxM7Xa",",",",",",SenStabenow,",",https://t.co/z38GZxM7Xa,",
10411,SenAmyKlobuchar,2021-06-17T13:08:07.000Z,"Good news—my bill with @SenatorWicker, @ChrisCoons &amp; @Senrobportman to create an Office of Manufacturing &amp; Industrial Innovation Policy passed the Senate! This puts us 1 step closer to strengthening our manufacturing sector as we recover from the pandemic.
https://t.co/58gkPBmIUr",",",",",",SenatorWicker,ChrisCoons,Senrobportman,",",https://t.co/58gkPBmIUr,",
10412,SenAmyKlobuchar,2021-06-16T00:15:07.000Z,"Rural hospitals are lifelines in communities across Minnesota and the country. Working together, @ChuckGrassley and I are determined to get these hospitals the resources they need to keep their doors open and continue serving patients.
 
https://t.co/TFdQtes6We",",",",",",ChuckGrassley,",",https://t.co/TFdQtes6We,",
10413,SenAmyKlobuchar,2021-06-15T18:34:36.000Z,"HAPPENING NOW: Senate Judiciary Subcommittee on Competition Policy, Antitrust, and Consumer Rights holds first-ever Senate hearing on connected home technologies. Watch here: https://t.co/R4PUPCcYpO",",",",",",",",https://t.co/R4PUPCcYpO,",
10414,SenAmyKlobuchar,2021-06-14T23:02:44.000Z,"To move our country into a 21st-century economy, we must invest in 21st-century transportation. 
 
With the Rochester Bus Rapid Transit project, we’re doing just that.
 
https://t.co/Xp4CPshbOL",",",",",",",",https://t.co/Xp4CPshbOL,",
10415,SenAmyKlobuchar,2021-06-14T17:22:44.000Z,RT @JECDems: During our #GenderWageGap hearing yesterday @SenAmyKlobuchar asked @mlholder999 how better paid leave policies could help clos…,",JECDems,",",",",",",",
10416,SenTinaSmith,2021-06-19T01:30:49.000Z,Burgers are for sharing says Moose. https://t.co/v966cVy1tl,",",",",",",",https://t.co/v966cVy1tl,",
10417,SenTinaSmith,2021-06-18T15:42:42.000Z,RT @POTUS: I was honored to welcome Miss Opal Lee to the White House today. A daughter of Texas. And the grandmother of the movement to mak…,",POTUS,",",",",",",",
10418,SenTinaSmith,2021-06-18T01:05:34.000Z,"Was remarkable to be w/ Congressional Black Caucus leaders who have worked for decades to get this done. Most especially I was so blessed to sit next to Ms. Opal Lee, who has organized &amp; advocated on behalf of Juneteenth harder than anyone I know. Was honored to join her today.",",",",",",",",",
10419,SenTinaSmith,2021-06-18T01:05:34.000Z,"This newest federal holiday can help propel us forward, and give us energy for the work ahead on voting rights, economic and environmental justice, policing and criminal justice reform, so we can fulfill the promise of this country.",",",",",",",",",
10420,SenTinaSmith,2021-06-18T01:05:34.000Z,"All of us at the White House today celebrated this moment, and also understood that today is only one more paving stone on the long path toward justice and freedom we need to build together.",",",",",",",",",
10421,SenTinaSmith,2021-06-18T01:05:33.000Z,"I’ve gotten to know Ms. Lee over the last few years, and have followed her leadership. Her persistence and joy is absolutely infectious. This is a celebratory picture with me and Ms. Opal Lee &amp; @Usher, himself a passionate advocate for Juneteenth. Usher &amp; I were starstruck. https://t.co/4PBD4NO7jz",",",",",",Usher,",",https://t.co/4PBD4NO7jz,",
10422,SenTinaSmith,2021-06-18T01:05:29.000Z,"Our President celebrated 95-year-old Ms. Opal Lee, who has organized and advocated for Juneteenth for decades, dropping down on one knee to greet her.",",",",",",",",",
10423,SenTinaSmith,2021-06-18T01:05:29.000Z,"Our remarkable Vice President, Kamala Harris, the first woman and first Black Vice President, spoke today with deep conviction about the meaning of Juneteenth, and the work we have ahead.",",",",",",",",",
10424,SenTinaSmith,2021-06-18T01:05:28.000Z,"It was built by enslaved people, and today Congress still denies the city’s residents—many of them Black—the right to be represented in Congress.",",",",",",",",",
10425,SenTinaSmith,2021-06-18T01:05:27.000Z,"Here are a few impressions: The White House is a small big place. It’s a beautiful building filled with grand rooms, cramped offices, private places and some of the most public and famous views in the world.",",",",",",",",",
10426,SenTinaSmith,2021-06-18T01:05:27.000Z,"We didn’t know until minutes before our bill passed the Senate that it would even get done, but we did it—all of a sudden after decades of organizing and advocating by so many.",",",",",",",",",
10427,SenTinaSmith,2021-06-18T01:05:27.000Z,"Today Juneteenth becomes a federal holiday, &amp; I stood behind @VP &amp; @POTUS to watch our bill be signed into law.

This has been a hard year, filled with trauma and worry, loss and hardship. So it feels good to celebrate this important &amp; unifying moment.",",",",",",VP,POTUS,",",",
10428,SenTinaSmith,2021-06-17T21:07:58.000Z,"For those who don't know it, Ms. Opal Lee’s story is incredible. At 89 years old, she walked from Texas to DC to deliver a petition to make Juneteenth a federal holiday.

Today, her dream is now reality. https://t.co/p1hy0RjpUC",",",",",",",",https://t.co/p1hy0RjpUC,",
10429,SenTinaSmith,2021-06-17T21:07:58.000Z,"Last year, I started working on a bill to make #Juneteenth a federal holiday. Today, that bill is now law.

A huge thank you to Ms. Opal Lee who has shown us all how to work to make change in this country. Her tireless efforts are what made this day possible.",",",",Juneteenth,",",",",",
10430,SenTinaSmith,2021-06-17T19:51:47.000Z,Watching history in the making with @Usher and @RepPressley as the bill I worked on to make Juneteenth a federal holiday gets signed into law. https://t.co/mIA8rs2tGy,",",",",",Usher,RepPressley,",",https://t.co/mIA8rs2tGy,",
10431,SenTinaSmith,2021-06-17T17:18:24.000Z,The ACA is here to stay.,",",",",",",",",
10432,SenTinaSmith,2021-06-17T15:27:26.000Z,Will head to the White House this afternoon to see President Biden sign our bill recognizing #Juneteenth as a federal holiday into law.,",",",Juneteenth,",",",",",
10433,SenTinaSmith,2021-06-17T00:29:32.000Z,"Momentous. Next stop: the President’s desk to become law.

https://t.co/k2uWOqoE4f",",",",",",",",https://t.co/k2uWOqoE4f,",
10434,SenTinaSmith,2021-06-16T20:36:12.000Z,RT @SenateDems: “The end of slavery in this country is a central milestone in our history and Juneteenth should be commemorated nationwide…,",SenateDems,",",",",",",",
10435,SenTinaSmith,2021-06-16T15:28:15.000Z,This wk I helped the Senate confirm Judge Ketanji Brown Jackson to the U.S. Circuit Court of Appeals for the D.C. Circuit. Important progress. We need a more representative judiciary w/ wide variety of professional experiences &amp; an unwavering commitment to equal justice for all.,",",",",",",",",
10436,SenTinaSmith,2021-06-15T23:07:59.000Z,"An honor to share with 95-year-old Ms. Opal Lee that the bill to make Juneteenth a federal holiday passed the Senate—thanks in large part to her. Ms. Lee, whose house was burned to the ground by white supremacists at 12, spent her life as an educator and activist. A real patriot. https://t.co/yqdY957cE7",",",",",",",",https://t.co/yqdY957cE7,",
10437,SenTinaSmith,2021-06-15T21:20:29.000Z,Our bill to make #Juneteenth a federal holiday just passed the Senate!,",",",Juneteenth,",",",",",
10438,SenTinaSmith,2021-06-15T21:02:30.000Z,"“It is ours to honor the legacy of our ancestors, ours to celebrate and ours to remember where we once were as a people. And it should be a national holiday, observed by all Americans.” Thank you @Usher. A year later and your words about #Juneteenth still ring true. https://t.co/Je54ZV2XrH",",",",Juneteenth,",",Usher,",",https://t.co/Je54ZV2XrH,",
10439,SenTinaSmith,2021-06-15T13:54:45.000Z,"Hey @EENewsUpdates, great article about my partner Senator Luján, but the Clean Electricity Standard is Smith-Luján. I'm the hard-working Senator Smith from Minnesota, not Wisconsin. https://t.co/sdYdaptOv2",",",",",",EENewsUpdates,",",https://t.co/sdYdaptOv2,",
10440,SenTinaSmith,2021-06-14T21:54:24.000Z,"As we prepare to observe #Juneteenth this weekend, now would be a meaningful moment to pass the Juneteenth National Independence Day Act. It’s long past time that we recognize Juneteenth—the oldest celebration of the end of slavery in the US—as a federal holiday.",",",",Juneteenth,",",",",",
10441,SenTinaSmith,2021-06-13T19:13:17.000Z,We commemorate the mass shooting that took 49 lives. Let's also remember Senate Rs who offer thoughts &amp; prayers but REFUSE to pass common sense gun laws—even though that's what a majority of ppl want. Arcane rules like the filibuster shouldn't be used to deny the will of the ppl. https://t.co/n88rKP6Zfz,",",",",",",",https://t.co/n88rKP6Zfz,",
10442,SenatorWicker,2021-06-18T20:08:57.000Z,"This site occupies an important part of our history that should never be lost. After all, it is places like Forks of the Road that remind us who we have been, and by grace, who we have become.",",",",",",",",",
10443,SenatorWicker,2021-06-18T20:02:13.000Z,"Today, it was my honor to join the City of Natchez’s Juneteenth Celebration at the Forks of the Road historical marker, which marks the site of slave markets that operated in Natchez prior to the Civil War. https://t.co/j2xAO1VVZP",",",",",",",",https://t.co/j2xAO1VVZP,",
10444,SenatorWicker,2021-06-18T17:26:53.000Z,".@SenHydeSmith and I are glad to see @starkaerospace in Columbus was awarded $56M to sustain sensors for @usarmy unmanned aerial systems. 

These sensors provide valuable intelligence and reconnaissance to our soldiers in the field.

https://t.co/DAAY4Q5x7X",",",",",",SenHydeSmith,starkaerospace,usarmy,",",https://t.co/DAAY4Q5x7X,",
10445,SenatorWicker,2021-06-18T16:42:01.000Z,"I am honored to receive the Abraham Lincoln Leadership for America award from the @USChamber.

I look forward to continuing to work with my colleagues in Congress for the people of Mississippi! https://t.co/hIqJBZIlNj",",",",",",USChamber,",",https://t.co/hIqJBZIlNj,",
10446,SenatorWicker,2021-06-17T21:40:18.000Z,"Today the Senate celebrated #SeersuckerThursday on #NationalSeersuckerDay. It was great to gather in style with my colleagues and members of my staff!
#TeamWicker turned out in force! https://t.co/SOGaFQ5AXy",",",",SeersuckerThursday,NationalSeersuckerDay,TeamWicker,",",",",https://t.co/SOGaFQ5AXy,",
10447,SenatorWicker,2021-06-17T20:21:42.000Z,"RT @SenHydeSmith: Always enjoy celebrating #SeersuckerThursday on the Hill! Everyone looks so sharp, especially our Mississippi staff. Than…",",SenHydeSmith,",",",",",",",
10448,SenatorWicker,2021-06-17T19:17:40.000Z,"RT @SenateCommerce: Student athletes are the essence of college sports, and their voices should be heard in this #NIL debate.
 
@SenatorWic…",",SenateCommerce,",",",",",",",
10449,SenatorWicker,2021-06-17T17:48:34.000Z,"Today, SCOTUS ruled unanimously on the side of religious freedom.

This is a huge win for our First Amendment rights!
https://t.co/aIt3WcZlAc",",",",",",",",https://t.co/aIt3WcZlAc,",
10450,SenatorWicker,2021-06-16T21:39:30.000Z,"Our country is overdue for a large investment in local infrastructure, including roads, bridges, ports, and rail. #WickerReport

https://t.co/9jm5T2irDQ",",",",WickerReport,",",",",https://t.co/9jm5T2irDQ,",
10451,SenatorWicker,2021-06-16T19:37:44.000Z,"I appreciate the @USDAgov for hearing our concerns and making chicken farmers a priority.

Soon, chicken farmers across the country who experienced severe economic disruption will be able to access essential assistance.

https://t.co/hnTHnAmQ27",",",",",",USDAgov,",",https://t.co/hnTHnAmQ27,",
10452,SenatorWicker,2021-06-16T17:19:53.000Z,".@POTUS promised he wouldn’t raise taxes on American families, but his policies have raised the price of goods 5% year over year in May.

The President’s policies amount to a tax on the poorest workers.

https://t.co/LK4BjPoCCR",",",",",",POTUS,",",https://t.co/LK4BjPoCCR,",
10453,SenatorWicker,2021-06-16T15:34:01.000Z,"President Biden will talk tough today in his meeting with Russian President Vladimir Putin. But he should back up his talk with action.

A strong U.S. military must be ready to take on aggression from our adversaries, wherever it arises.

https://t.co/xbcY4cYV6j",",",",",",",",https://t.co/xbcY4cYV6j,",
10454,SenatorWicker,2021-06-16T13:30:00.000Z,".@JudiciaryDems are holding a hearing today pushing to codify Roe v. Wade, which would make abortion legal across all 50 states. 

Now more than ever, we must fight for the most innocent among us. #ProtectLife",",",",ProtectLife,",",JudiciaryDems,",",",
10455,SenatorWicker,2021-06-15T23:15:00.000Z,".@WHO has proved time and time again they will not hold China accountable for its lies.

The world deserves answers about the origins of COVID-19. A WHO investigation would not bring any more clarity.
https://t.co/J3aUW2bUya",",",",",",WHO,",",https://t.co/J3aUW2bUya,",
10456,SenatorWicker,2021-06-15T22:03:33.000Z,"Because of the tireless effort of health care workers, our world is on its way to eradicating polio.

But this type of violence against front line aid workers cannot stand – in Afghanistan or anywhere in the world.
https://t.co/PE5kg2k3Qv",",",",",",",",https://t.co/PE5kg2k3Qv,",
10457,SenatorWicker,2021-06-15T18:10:40.000Z,"RT @HailStateBB: The 2021 #OmaDawgs 

#HailState🐶 https://t.co/3YV82PHTmN",",HailStateBB,",",",",",",",
10458,SenatorWicker,2021-06-15T17:00:01.000Z,"For months, Americans have been told that COVID-19 was an accident and any other conclusion was absurd.
Now, more experts are convinced of the lab leak theory.

China must be held accountable for lying to the world.

https://t.co/mXTRI5x2QQ",",",",",",",",https://t.co/mXTRI5x2QQ,",
10459,SenatorWicker,2021-06-15T16:06:47.000Z,"Republicans have shown real willingness to compromise with @POTUS on infrastructure. 

Unfortunately, he has continued to insist on non-starters for any bipartisan effort. #WickerReport

https://t.co/9jm5T20QMi",",",",WickerReport,",",POTUS,",",https://t.co/9jm5T20QMi,",
10460,SenatorWicker,2021-06-14T22:55:00.000Z,Mississippi is cheering for the Bulldogs tonight! #HailState https://t.co/NnIf9xphHX,",",",HailState,",",",",https://t.co/NnIf9xphHX,",
10461,SenatorWicker,2021-06-14T22:00:01.000Z,"Democrats are working overtime to undermine Mississippi’s 15-week abortion prohibition.

They’re pushing the Women’s Health Protection Act, which is even more extreme than Roe v. Wade. It would prevent states from enacting or enforcing ANY restrictions on abortions.",",",",",",",",",
10462,SenatorWicker,2021-06-14T21:00:00.000Z,".@SmithsonianMag listed Natchez, MS, as one of the 15 top best small towns to visit.

Natchez is rich in history, culture, music, and famous landmarks. Read more here: 

https://t.co/A8R8KILNq2",",",",",",SmithsonianMag,",",https://t.co/A8R8KILNq2,",
10463,SenatorWicker,2021-06-14T18:19:03.000Z,"Happy birthday @USArmy!
 
For 246 years, our soldiers have answered the call to serve. I am thankful for their work to defend our country. https://t.co/ZDj7HyD3pd",",",",",",USArmy,",",https://t.co/ZDj7HyD3pd,",
10464,SenatorWicker,2021-06-14T17:15:00.000Z,"After weeks of encouraging discussions, President Biden walked away from infrastructure talks with a group of six Republicans this past week. #WickerReport

https://t.co/9jm5T20QMi",",",",WickerReport,",",",",https://t.co/9jm5T20QMi,",
10465,SenatorWicker,2021-06-14T15:29:34.000Z,"""When we honor our flag, we honor what we stand for as a Nation — freedom, equality, justice, and hope."" – Ronald Reagan
 
Happy #FlagDay! 🇺🇸 https://t.co/VJbA63lAKG",",",",FlagDay,",",",",https://t.co/VJbA63lAKG,",
10466,SenatorWicker,2021-06-12T14:48:01.000Z,".@TheLawmakers recently named me the #2 most effective Republican Senator. 

I focus every day on advancing legislation that will make a difference. 

Kudos to my staff for their hard work to make this happen. 

https://t.co/TVseCsVeT9",",",",2,",",TheLawmakers,",",https://t.co/TVseCsVeT9,",
10467,SenHydeSmith,2021-06-18T18:05:20.000Z,"Mississippi Gulf Coast currently under a tropical storm warning, and our coast will see more heavy rainfall! Landfall expected tonight. Be #weatheraware and stay up to date with the latest forecasts. https://t.co/DV7xX91j8b",",",",weatheraware,",",",",https://t.co/DV7xX91j8b,",
10468,SenHydeSmith,2021-06-18T17:55:06.000Z,".@SenatorWicker and I are pleased with new $56M @USArmy contract to Stark Aerospace in Columbus for Plug-In Optronic services extending to mid-2026. These sensors provide valuable intelligence and reconnaissance to our soldiers in the field. 

https://t.co/NDDwjXPwBu",",",",",",SenatorWicker,USArmy,",",https://t.co/NDDwjXPwBu,",
10469,SenHydeSmith,2021-06-18T16:55:15.000Z,"I, too, extend my gratitude for both Col. Blackwell and Col. Hunter for their leadership and service. https://t.co/0Yl9KV0GY0",",",",",",",",https://t.co/0Yl9KV0GY0,",
10470,SenHydeSmith,2021-06-18T14:11:50.000Z,"Gulf Coast states like MS deserve their fair share of offshore energy revenues. @BillCassidy @SenWhitehouse RISEE act sets equitable formula through GOMESA &amp; future offshore projects, including wind, to generate more $$$ for coastal restoration &amp; more. @SenatorWicker",",",",",",BillCassidy,SenWhitehouse,SenatorWicker,",",",
10471,SenHydeSmith,2021-06-17T20:14:04.000Z,"Always enjoy celebrating #SeersuckerThursday on the Hill! Everyone looks so sharp, especially our Mississippi staff. Thank you @BillCassidy for organizing again this year. @SenatorWicker https://t.co/LJCu3p9dBL",",",",SeersuckerThursday,",",BillCassidy,SenatorWicker,",",https://t.co/LJCu3p9dBL,",
10472,SenHydeSmith,2021-06-17T19:39:34.000Z,"The American people should have access to details of sweeping @POTUS Immigration Blueprint, which reports say involves big changes to allow more immigrants into the US. Joined @SenThomTillis to demand @SecMayorkas release this plan immediately.",",",",",",POTUS,SenThomTillis,SecMayorkas,",",",
10473,SenHydeSmith,2021-06-17T18:57:50.000Z,"There are plenty of important, bipartisan issues that deserve time on the Senate floor right now. The only bipartisanship for #S1 is opposition to it.",",",",S1,",",",",",
10474,SenHydeSmith,2021-06-17T16:17:55.000Z,"RT @SenateGOP: 🚨 LIVE NOW 🚨

Don't believe Chuck Schumer and Nancy Pelosi.

S1/HR 1 isn't about voting rights.

It's about Democrats wantin…",",SenateGOP,",",",",",",",
10475,SenHydeSmith,2021-06-17T00:27:11.000Z,Disappointing that @SenRickScott ‘Stop Taxpayer Funding of Hamas Act’ was blocked. It was a chance to stand with Israel and to ensure US foreign aid is spent responsibly and kept out of the coffers of terrorist organizations.,",",",",",SenRickScott,",",",
10476,SenHydeSmith,2021-06-16T21:12:31.000Z,MS received American Rescue Plan funds to help ‘reopen our schools’ even though most MS schools were open for in-person learning for nearly 10 months. I asked @usedgov @SecCardona about MS having maximum flexibility to use funding to meet its specific needs. More:,",",",",",usedgov,SecCardona,",",",
10477,SenHydeSmith,2021-06-16T20:20:11.000Z,"Had the opportunity to question @Interior @SecDebHaaland on some issues important to MS, including offshore energy development, repairs to the @VicksburgNPS, and Land and Water Conservation Fund projects.",",",",",",Interior,SecDebHaaland,VicksburgNPS,",",",
10478,SenHydeSmith,2021-06-15T22:33:06.000Z,$94.9M from @USTreasury is headed to 52 MS financial institutions throughout Mississippi! These funds will help them to withstand the stresses of the #pandemic and provide flexibility to support more private-sector investments in rural and underserved communities. More:,",",",pandemic,",",USTreasury,",",",
10479,SenHydeSmith,2021-06-15T19:22:56.000Z,Addressed Mississippi flood damage recovery with @USDAgov @SecVilsack at today’s #Ag Appropriations hearing. A federal disaster declaration &amp; emergency appropriations may be required for delivering assistance as soon as possible. More here:,",",",Ag,",",USDAgov,SecVilsack,",",",
10480,SenHydeSmith,2021-06-15T18:07:06.000Z,"As a Homeland Security Appropriations member, I fully associate myself with this @SenShelby &amp; @SenCapito statement. The GAO has effectively green lit the President’s open-borders policies, which continues to create the worst crisis in decades on our southern border. https://t.co/4uUY1vuLKn",",",",",",SenShelby,SenCapito,",",https://t.co/4uUY1vuLKn,",
10481,SenHydeSmith,2021-06-15T14:42:47.000Z,Congrats on last night’s great game! Bulldogs are again headed to Omaha! @NCAACWS #OmaDawgs #HailState https://t.co/bIxgIyk8UZ,",",",OmaDawgs,HailState,",",NCAACWS,",",https://t.co/bIxgIyk8UZ,",
10482,SenHydeSmith,2021-06-14T19:46:12.000Z,"Good luck tonight, Bulldogs! #HAILSTATE https://t.co/CmNJDL60Uh",",",",HAILSTATE,",",",",https://t.co/CmNJDL60Uh,",
10483,SenHydeSmith,2021-06-14T18:10:42.000Z,RT @SenateGOP: Joe Biden and Kamala Harris need to stop offering empty promises and false pathways to citizenship for illegal immigrants. h…,",SenateGOP,",",",",",",",
10484,SenHydeSmith,2021-06-14T17:32:48.000Z,"On #FlagDay we honor the banner of our nation, which has served as a symbol of freedom, opportunity, and unity since its adoption in 1777. We also pay tribute to all those that have served to defend everything our flag represents. #OneNationUnderGod https://t.co/Q9NHpZUH2t",",",",FlagDay,OneNationUnderGod,",",",",https://t.co/Q9NHpZUH2t,",
10485,SenHydeSmith,2021-06-14T16:04:30.000Z,"#HappyBirthday to our @USArmy! For 246 years, brave men and women have selflessly and fiercely defended our freedoms. Today, we honor and celebrate each of them. Thank you! #ArmyBDay https://t.co/UVtjHTZj5L",",",",HappyBirthday,ArmyBDay,",",USArmy,",",https://t.co/UVtjHTZj5L,",
10486,SenHydeSmith,2021-06-13T12:54:52.000Z,“There is an appointed time for everything and a time for every affair under the heavens.” – Ecclesiastes 3:1,",",",",",",",",
10487,SenHydeSmith,2021-06-12T14:15:56.000Z,"On #WomenVeteransDay, we take time to honor all of the brave women who chose to serve and defend our nation with commitment and valor. To all the Mississippi women veterans, thank you for your service! https://t.co/belChM82eb",",",",WomenVeteransDay,",",",",https://t.co/belChM82eb,",
10488,RoyBlunt,2021-06-17T23:04:23.000Z,"The strength of our election system is its diversity. Democrats’ S.1 would put Washington bureaucrats in charge of our country’s 10,000+ jurisdictions, taking control away from state and local officials who are closest to voters.",",",",",",",",",
10489,RoyBlunt,2021-06-17T21:47:07.000Z,S.1 is not about voting rights. It’s a politically motivated federal takeover of the election system that would make elections more chaotic and less secure. https://t.co/01fO1Go0yM,",",",",",",",https://t.co/01fO1Go0yM,",
10490,RoyBlunt,2021-06-17T20:46:43.000Z,S.1 is a solution in search of a problem.,",",",",",",",",
10491,RoyBlunt,2021-06-17T19:47:55.000Z,"For more than 25 years, Firefighter Heard kept St. Louisans safe. Keeping his family and @STLFireDept in my prayers https://t.co/BFXnkWjA3H",",",",",",STLFireDept,",",https://t.co/BFXnkWjA3H,",
10492,RoyBlunt,2021-06-17T19:24:18.000Z,"S.1 is a blatant power grab to take over our election system &amp; maintain one-party rule. It’s not about voting rights or election reform.

It’s about Democrats keeping themselves in power. https://t.co/bhO2vMp8vB",",",",",",",",https://t.co/bhO2vMp8vB,",
