,Name,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links
659,Josh Gottheimer,RepJoshG,2021-06-20T21:11:59.000Z,"I believe the American people want to see Congress actually sit down, figure out ways to work together, and find solutions to the problems our nation is facing.

Just joined @DanaBashCNN &amp; @RepBrianFitz on State of the Union to discuss finding that common-ground: https://t.co/82IUxhrPRz",",",",",",DanaBashCNN,RepBrianFitz,",",https://t.co/82IUxhrPRz,"
660,Josh Gottheimer,RepJoshG,2021-06-20T19:40:04.000Z,"We celebrated #Juneteenth this weekend — originally a celebration to mark the end of slavery in the U.S. — and now, finally, a full federal holiday, thanks to bipartisan legislation I voted to pass last week.

The work for equality &amp; justice must continue.
https://t.co/uw8BYE6199",",",",Juneteenth,",",",",https://t.co/uw8BYE6199,"
661,Josh Gottheimer,RepJoshG,2021-06-20T17:50:31.000Z,"Happy Father’s Day to all the hardworking fathers who lead us, inspire us, and push us forward — throughout North Jersey and across the country — including my dad and stepdad! #FathersDay https://t.co/ex5EFhJIwH",",",",FathersDay,",",",",https://t.co/ex5EFhJIwH,"
662,Josh Gottheimer,RepJoshG,2021-06-20T15:20:14.000Z,"Joined @MeetThePress &amp; @chucktodd to discuss how the @ProbSolveCaucus is working to get a bipartisan infrastructure deal done. 

Our bipartisan group is working together to invest in green energy, fix crumbling roads, &amp; improve broadband nationwide. 
https://t.co/iJODcwqV0D",",",",",",MeetThePress,chucktodd,ProbSolveCaucus,",",https://t.co/iJODcwqV0D,"
663,Josh Gottheimer,RepJoshG,2021-06-20T12:54:38.000Z,"Tune in this morning! 

@RepBrianFitz and I join @DanaBashCNN to talk about finding common-ground on infrastructure investment to help our nation. https://t.co/exprgdDMKQ",",",",",",RepBrianFitz,DanaBashCNN,",",https://t.co/exprgdDMKQ,"
664,Josh Gottheimer,RepJoshG,2021-06-20T11:36:56.000Z,"My heart goes out to the President, First Lady, and their whole family. Rest easy, Champ. https://t.co/TQd4AO9f9x",",",",",",",",https://t.co/TQd4AO9f9x,"
665,Josh Gottheimer,RepJoshG,2021-06-19T22:23:48.000Z,"Thank you to Hackensack Mayor John Labrosse, Deputy Mayor David Sims, and so much of the North Jersey community for coming out today as we continue our work to lift everyone up nationwide.

We still have more to do in the fight for equality. https://t.co/l5mnrxcbNr",",",",",",",",https://t.co/l5mnrxcbNr,"
666,Josh Gottheimer,RepJoshG,2021-06-19T22:21:19.000Z,"Today marks #Juneteenth.

I was proud to vote this week to make this day a federal holiday, and I was proud to celebrate Juneteenth in Hackensack today — commemorating the end of slavery in the U.S. and honoring the contributions of the Black community to our country. https://t.co/4racXyWsPf",",",",Juneteenth,",",",",https://t.co/4racXyWsPf,"
667,Josh Gottheimer,RepJoshG,2021-06-19T15:55:26.000Z,"We're continuing to work to ensure local businesses can rebound from the pandemic.

More than 200 Members of Congress are demanding answers from @SBAGov about the rollout of the Shuttered Venues Operators Grant program and how relief funds can get to venues much quicker. https://t.co/3T0rNnZGI0",",",",",",SBAGov,",",https://t.co/3T0rNnZGI0,"
668,Frank Pallone,FrankPallone,2021-06-21T00:22:27.000Z,"Now that this case is settled, our focus must return to building on the #ACA by lowering health care costs and expanding access to care for millions who still lack coverage.  
https://t.co/kjzU2lOcXK",",",",ACA,",",",",https://t.co/kjzU2lOcXK,"
669,Frank Pallone,FrankPallone,2021-06-20T17:32:55.000Z,"#PrideMonth reminds us that LGBTQ advocates need to still fight for equal rights and protections. @HouseDemocrats passed the Equality Act in February, but Senate Republicans continue to block this crucial legislation.
https://t.co/zMRskOskmu",",",",PrideMonth,",",HouseDemocrats,",",https://t.co/zMRskOskmu,"
670,Frank Pallone,FrankPallone,2021-06-20T15:24:50.000Z,Happy #FathersDay! https://t.co/D3XpY0nwIv,",",",FathersDay,",",",",https://t.co/D3XpY0nwIv,"
671,Frank Pallone,FrankPallone,2021-06-20T00:38:00.000Z,"As we celebrate #Juneteenth, let’s not forget that Republican legislators are working around the clock to disenfranchise black voters in red states. Today, we must commit ourselves to protecting all Americans' sacred right to vote.
 
https://t.co/2dEosZa0UY",",",",Juneteenth,",",",",https://t.co/2dEosZa0UY,"
672,Frank Pallone,FrankPallone,2021-06-20T00:17:13.000Z,Perth Amboy High School ROTC raising the #Juneteenth Flag at City Hall for the Perth Amboy celebration of freedom. https://t.co/PIcBAUc61d,",",",Juneteenth,",",",",https://t.co/PIcBAUc61d,"
673,Frank Pallone,FrankPallone,2021-06-19T16:52:55.000Z,"#Juneteenth, now a national holiday celebrated on June 19th, marks the day that enslaved people in Texas were finally told about the Emancipation Proclamation signed two years earlier. https://t.co/IpPilk85jJ",",",",Juneteenth,",",",",https://t.co/IpPilk85jJ,"
674,Tom Malinowski,RepMalinowski,2021-06-20T13:49:15.000Z,"Happy #FathersDay to all of the incredible fathers, grandfathers, and father figures who inspire and guide us with their strength and love. https://t.co/3RMiplYmmH",",",",FathersDay,",",",",https://t.co/3RMiplYmmH,"
675,Tom Malinowski,RepMalinowski,2021-06-19T16:49:45.000Z,"On June 19, 1865, Major General Gordon Granger arrived in Galveston, TX, and announced the end of the Civil War and slavery in the United States. This #JuneTeenth2021, we remember those who paid the ultimate price fighting for freedom, and recommit to ensuring justice for all. https://t.co/mdYWH4UfXg",",",",JuneTeenth2021,",",",",https://t.co/mdYWH4UfXg,"
676,Albio Sires,RepSires,2021-06-20T19:51:48.000Z,"On #WorldRefugeeDay we must remember those around the world who are displaced and in need of our support.   My thoughts today are with the 5 million Venezuelans who have fled home. As a member of @HouseForeign, I will continue working to protect the most vulnerable.",",",",WorldRefugeeDay,",",HouseForeign,",","
677,Albio Sires,RepSires,2021-06-20T18:02:45.000Z,Happy Fathers Day to all those celebrating today! https://t.co/DFfDJTzqFe,",",",",",",",https://t.co/DFfDJTzqFe,"
678,Bill Passcrell,BillPascrell,2021-06-21T01:13:44.000Z,165 days ago terrorists ransacked the US Capitol and *hours later* 138-of-202 (68%) House republicans voted to make trump a dictator. They tried to finish the rioters’ job and end democracy. Never forget it.,",",",",",",","
679,Bill Passcrell,BillPascrell,2021-06-20T23:54:47.000Z,About to jump on with my friend @mehdirhasan to talk about January 6 and fighting gop insurrectionists. Tune in @MSNBC 8PM https://t.co/iAmiEVa84b,",",",",",mehdirhasan,MSNBC,",",https://t.co/iAmiEVa84b,"
680,Bill Passcrell,BillPascrell,2021-06-20T23:44:21.000Z,"RT @mehdirhasan: Tonight on the @MehdiHasanShow on @MSNBC:

* @BillPascrell on January 6th &amp; GOP conspiracies
* @aslavitt46 on Covid deaths…",",mehdirhasan,",",",",",","
681,Bill Passcrell,BillPascrell,2021-06-20T12:59:59.000Z,I want to wish a happy Father’s Day today to everyone who is celebrating from the bottom of my heart.,",",",",",",","
682,Bill Passcrell,BillPascrell,2021-06-19T23:56:33.000Z,164 days ago terrorists ransacked the US Capitol and *hours later* 138-of-202 (68%) House republicans voted to make trump a dictator. They tried to finish the rioters’ job and end democracy. Never forget it.,",",",",",",","
683,Donald Payne Jr.,RepDonaldPayne,2021-06-20T17:00:24.000Z,"For updates about Congressman Donald M Payne, Jr. please follow on Instagram .@repdonaldpaynejr &amp; Twitter .@RepDonaldPayne #EssexCounty #HudsonCounty #UnionCounty #nj10thcongressionaldistrict https://t.co/LysLcPdrp3",",",",EssexCounty,HudsonCounty,UnionCounty,nj10thcongressionaldistrict,",",repdonaldpaynejr,RepDonaldPayne,",",https://t.co/LysLcPdrp3,"
684,Donald Payne Jr.,RepDonaldPayne,2021-06-20T15:00:28.000Z,Happy Father's Day to All the Father's in the NJ 10th Congressional District!! https://t.co/c9K2kaDNfC,",",",",",",",https://t.co/c9K2kaDNfC,"
685,Donald Payne Jr.,RepDonaldPayne,2021-06-20T14:00:30.000Z,"Grammy Award winning group #NaughtybyNature formed in East Orange, NJ by Anthony ""Treach"" Criss, Vincent ""Vin Rock"" Brown, and Keir ""DJ Kay Gee"" Gist. https://t.co/fbXUg0MijZ",",",",NaughtybyNature,",",",",https://t.co/fbXUg0MijZ,"
686,Donald Payne Jr.,RepDonaldPayne,2021-06-19T17:01:03.000Z,"For updates about Congressman Donald M Payne, Jr. please follow on Instagram .@repdonaldpaynejr &amp; Twitter .@RepDonaldPayne #EssexCounty #HudsonCounty #UnionCounty #nj10thcongressionaldistrict https://t.co/SpUgWu8P46",",",",EssexCounty,HudsonCounty,UnionCounty,nj10thcongressionaldistrict,",",repdonaldpaynejr,RepDonaldPayne,",",https://t.co/SpUgWu8P46,"
687,Donald Payne Jr.,RepDonaldPayne,2021-06-19T15:00:18.000Z,Happy Freedom Day!!! I want to thank @POTUS and my colleagues for making Juneteenth a Federal Holiday! #BuildBackBetter #NJ10thCongressionalDistrict #EssexCounty #UnionCounty #HudsonCounty https://t.co/i3GR4F6mG6,",",",BuildBackBetter,NJ10thCongressionalDistrict,EssexCounty,UnionCounty,HudsonCounty,",",POTUS,",",https://t.co/i3GR4F6mG6,"
688,Donald Payne Jr.,RepDonaldPayne,2021-06-19T14:01:19.000Z,"#SugarHillGang formed in Englewood, NJ.  Founded by Wonder Mike, Big Bank Hank and Master Gee.  In 1979, Rapper's Delight was the first rap single on Billboard Hot 100.   #BlackMusicMonth #NJ10thCongressionalDistrict https://t.co/Egc4R62RhZ",",",",SugarHillGang,BlackMusicMonth,NJ10thCongressionalDistrict,",",",",https://t.co/Egc4R62RhZ,"
689,Mikie Sherrill,RepSherrill,2021-06-20T16:08:26.000Z,"Happy Father’s Day, Dad! I can’t wait to attend the next Army v Navy game with you here in NJ!

And Happy Father’s Day to my husband Jason! You’re an amazing father and role model to all our children. https://t.co/htmOrv0cKV",",",",",",",",https://t.co/htmOrv0cKV,"
690,Mikie Sherrill,RepSherrill,2021-06-19T23:02:50.000Z,#Juneteenth (and every day) is a great time to #BuyBlack and support your town’s Black-owned businesses.,",",",Juneteenth,BuyBlack,",",",","
691,Mikie Sherrill,RepSherrill,2021-06-19T23:02:26.000Z,"@RepDonaldPayne @LtGovOliver @1stNJNAACP Then, my team joined Bloomfield Councilwomen @drwldavis and Cruz. There was a great turnout in Bloomfield for their Juneteenth Festival full of lots of singing, dancing, and support for small businesses! https://t.co/CEIVIcr6Nk",",",",",",RepDonaldPayne,LtGovOliver,1stNJNAACP,drwldavis,",",https://t.co/CEIVIcr6Nk,"
692,Mikie Sherrill,RepSherrill,2021-06-19T23:00:37.000Z,"My team joined @RepDonaldPayne, @LtGovOliver, the West Orange town council, @1stNJNAACP, and the West Orange community for a flag raising ceremony. https://t.co/QbD4doCXJo",",",",",",RepDonaldPayne,LtGovOliver,1stNJNAACP,",",https://t.co/QbD4doCXJo,"
693,Mikie Sherrill,RepSherrill,2021-06-19T22:57:30.000Z,It was wonderful that so many towns around New Jersey were able to celebrate #Juneteenth in person.,",",",Juneteenth,",",",","
694,Mikie Sherrill,RepSherrill,2021-06-19T19:20:04.000Z,"On our nation’s first federally recognized #Juneteenth, we celebrate the promise of freedom only realized years after Emancipation. 

Today, we draw the difficult lessons from our history and recommit to the pursuit of justice and freedom for all people. https://t.co/x9wKLgkZJO",",",",Juneteenth,",",",",https://t.co/x9wKLgkZJO,"
695,Bonnie Watson Coleman,RepBonnie,2021-06-20T22:32:46.000Z,"RT @MHarrisPerry: ""I followed his footsteps in the NJ state legislature to keep him alive &amp; carry on his legacy"" @RepBonnie told me how her…",",MHarrisPerry,",",",",",","
696,Bonnie Watson Coleman,RepBonnie,2021-06-19T23:40:54.000Z,Now it’s time to manifest the intent of #JuneTeenth2021 to ensure the freedom and equality of opportunity guaranteed by our constitution. https://t.co/LYxk0lwR0W,",",",JuneTeenth2021,",",",",https://t.co/LYxk0lwR0W,"
697,Bonnie Watson Coleman,RepBonnie,2021-06-19T15:00:02.000Z,"As we commemorate the importance of Juneteenth, let us also continue to work towards uplifting communities to ensure that Black Americans and all disenfranchised communities do not continue to wait for justice and equal opportunity. https://t.co/GFQ6PZG2IM",",",",",",",",https://t.co/GFQ6PZG2IM,"
698,Bonnie Watson Coleman,RepBonnie,2021-06-19T14:44:35.000Z,"RT @CrossConnection: .@RepBonnie and @Kassandra_Fred on the latest congressional effort to decriminalize all drugs, fifty years after Presi…",",CrossConnection,",",",",",","
699,Bonnie Watson Coleman,RepBonnie,2021-06-19T13:59:42.000Z,"@BethPassner Hi Beth, Please DM.",",",",",",BethPassner,",","
700,Bonnie Watson Coleman,RepBonnie,2021-06-19T13:22:12.000Z,"RT @CrossConnection: Coming up on The #CrossConnection:
@JoaquinCastroTX
@MsLatoshaBrown
@RepBonnie
@Kassandra_Fred
@Jelani9
@KAJ33
@ElieNY…",",CrossConnection,",",",",",","
701,Yvette Herrell,RepHerrell,2021-06-20T18:13:18.000Z,Happy Father’s Day to all the amazing dads out there. https://t.co/n4eAXQsy6B,",",",",",",",https://t.co/n4eAXQsy6B,"
702,Teresa Leger Fernandez,RepTeresaLF,2021-06-20T19:00:00.000Z,"During the summer, children face food insecurity without the support from schools to provide meals. The Summer Food Program provides nutritious meals to children ages 1 through 18. There are more than 700 locations across New Mexico. Find a location near you ⬇️ https://t.co/cdtJHs6xio",",",",",",",",https://t.co/cdtJHs6xio,"
703,Teresa Leger Fernandez,RepTeresaLF,2021-06-20T13:00:02.000Z,"Feliz día del padre!

Today we celebrate all the Dads who nurture, protect, and inspire us all. Thank you for your endless love. Happy Father’s day! https://t.co/93KMLMewsD",",",",",",",",https://t.co/93KMLMewsD,"
704,Teresa Leger Fernandez,RepTeresaLF,2021-06-19T14:00:02.000Z,"It's Juneteenth! We are celebrating across the country and in New Mexico as we work to dismantle the discrimination &amp; racism that unfortunately still lives in our country.
 
Let today fuel our fight towards racial justice. https://t.co/lNWTH2Nf2W",",",",",",",",https://t.co/lNWTH2Nf2W,"
705,Lee Zeldin,RepLeeZeldin,2021-06-20T15:49:31.000Z,"TONIGHT at 8 PM ET, I'll be on @FoxNews “Life, Liberty, and Levin” with @marklevinshow to discuss the urgent need to confront &amp; wipe out antisemitism and anti-Americanism. Be sure to tune in! https://t.co/x64ZpqWopY",",",",",",FoxNews,marklevinshow,",",https://t.co/x64ZpqWopY,"
706,Lee Zeldin,RepLeeZeldin,2021-06-20T13:17:54.000Z,"Happy #FathersDay2021 to all of the super hero dads out there, including my own. For many, being a father is the very greatest blessing in life, to teach, mentor, lead, and support our amazing sons and daughters. Enjoy your day! 😎",",",",FathersDay2021,",",",","
707,Lee Zeldin,RepLeeZeldin,2021-06-20T01:21:51.000Z,"RT @mikepompeo: “If we lose freedom here, there’s no place to escape to. This is the last stand on Earth.”
— President Ronald Reagan",",mikepompeo,",",",",",","
708,Lee Zeldin,RepLeeZeldin,2021-06-19T22:55:54.000Z,RT @DanScavino: https://t.co/8SiPxUcl9R,",DanScavino,",",",",",","
709,Andrew Garbarino,RepGarbarino,2021-06-20T15:13:52.000Z,Grateful for my dad today and every day. Happy Father’s Day to all the dads out there! https://t.co/NMqIMSH3Cv,",",",",",",",https://t.co/NMqIMSH3Cv,"
710,Andrew Garbarino,RepGarbarino,2021-06-19T14:04:00.000Z,"Happy Juneteenth! On this day in 1866, the last enslaved people in this country learned they were free. 

Thanks to an overwhelming vote this week, for the first time we are celebrating Juneteenth as a federal holiday. We must always remember and learn from our history. https://t.co/3plUhMusaw",",",",",",",",https://t.co/3plUhMusaw,"
711,Thomas Suozzi,RepTomSuozzi,2021-06-20T19:56:19.000Z,"Happy Father’s Day! Went to see Joe play in Florida for the @stluciemets. They won. Joe in RF batting 3rd. Went 2 for 5. Batting .305!
We are blessed with all of our children. First time I got to attend a game! https://t.co/YW3msCPWar",",",",",",stluciemets,",",https://t.co/YW3msCPWar,"
712,Thomas Suozzi,RepTomSuozzi,2021-06-20T16:27:30.000Z,"Happy Father’s Day!

I am so grateful for the gift of my father. He was the best man at our wedding and the best man I ever knew.

Wishing all fathers my best wishes. https://t.co/1tsgWv89fl",",",",",",",",https://t.co/1tsgWv89fl,"
713,Thomas Suozzi,RepTomSuozzi,2021-06-19T16:53:24.000Z,"The struggle for justice has been long, but it will not be denied. This year, as we recognize Juneteenth as a federal holiday, let us recommit ourselves to working together to enact real reforms to create a more equal, fair, and just society.
https://t.co/omkwuVnDRN",",",",",",",",https://t.co/omkwuVnDRN,"
714,Kathleen Rice,RepKathleenRice,2021-06-20T14:52:42.000Z,Happy #FathersDay to all of the great dads in #NY04. Enjoy your day!,",",",FathersDay,NY04,",",",","
715,Kathleen Rice,RepKathleenRice,2021-06-19T14:20:16.000Z,"Today we commemorate #Juneteenth, the anniversary of when slavery ended in the United States. Let us all take time today to learn about this moment in our history. https://t.co/xk3yf1GLea",",",",Juneteenth,",",",",https://t.co/xk3yf1GLea,"
716,Gregory Meeks,RepGregoryMeeks,2021-06-20T18:38:57.000Z,Wishing all the dads out there a happy #FathersDay!,",",",FathersDay,",",",","
717,Gregory Meeks,RepGregoryMeeks,2021-06-20T14:17:54.000Z,"RT @HouseForeign: On this #WorldRefugeeDay, we acknowledge the number of people forcibly displaced reached a record 82.4 million.

Under th…",",HouseForeign,",",",",",","
718,Gregory Meeks,RepGregoryMeeks,2021-06-19T18:51:48.000Z,"RT @QnsBPRichards: Today is a day to celebrate how far we’ve come, but to also look back and honor the enslaved and empowered who helped ge…",",QnsBPRichards,",",",",",","
719,Gregory Meeks,RepGregoryMeeks,2021-06-19T18:00:45.000Z,RT @RepWilson: Still feeling the joy from the day we witnessed @POTUS signing the landmark #Juneteenth National Independence Day Act. It wa…,",RepWilson,",",",",",","
720,Gregory Meeks,RepGregoryMeeks,2021-06-19T17:48:08.000Z,"Happy #Juneteenth! Today we reflect on those formerly enslaved who experienced freedom for the first time, while continuing to dismantle the remnants and legacy of America's original sin. https://t.co/puhQckb1YI",",",",Juneteenth,",",",",https://t.co/puhQckb1YI,"
721,Grace Meng,RepGraceMeng,2021-06-20T14:23:55.000Z,"Happy #FathersDay! Today, we honor and thank dads across our nation for inspiring us and pushing us forward. Thank you for all you do. I wish dads everywhere a happy and safe celebration.",",",",FathersDay,",",",","
722,Nydia Valázquez,NydiaVelazquez,2021-06-20T16:19:42.000Z,"Wishing a very happy #FathersDay to all the dads in my district and throughout the country. 

My father was one of many who worked hard so his kids could have a better life. As a sugarcane worker who became an activist he taught me the value in fighting for change. https://t.co/HGACbcwZes",",",",FathersDay,",",",",https://t.co/HGACbcwZes,"
723,Nydia Valázquez,NydiaVelazquez,2021-06-19T14:00:00.000Z,"Today we celebrate justice.

On June 19, 1865, African American slaves in the South were finally emancipated, and going forward we will recognize this date as a federal holiday. 

Though we have come far, we must keep fighting for justice for the black community in America. https://t.co/ahGUjgsY5a",",",",",",",",https://t.co/ahGUjgsY5a,"
724,Hakeem Jeffries,RepJeffries,2021-06-20T14:27:38.000Z,"Thankful for all of the Dads throughout America holding down their families. 

Happy Father’s Day!!! https://t.co/8hroYszhaV",",",",",",",",https://t.co/8hroYszhaV,"
725,Hakeem Jeffries,RepJeffries,2021-06-19T15:47:40.000Z,"Happy Juneteenth!!!

“If there is no struggle, there is no progress.” - Frederick Douglass",",",",",",",","
726,Yvette Clark,RepYvetteClarke,2021-06-20T15:28:40.000Z,Wishing all the Father's everywhere — especially my Father Lesley Clarke —  a Happy #FathersDay! https://t.co/G6vlSTAWBz,",",",FathersDay,",",",",https://t.co/G6vlSTAWBz,"
727,Yvette Clark,RepYvetteClarke,2021-06-19T14:13:16.000Z,Happy #Juneteenth! https://t.co/zBkT23doIH,",",",Juneteenth,",",",",https://t.co/zBkT23doIH,"
728,Nicole Malliotakis,RepMalliotakis,2021-06-19T18:03:53.000Z,Nicole joined the local festivities at @SnugHarborCCBG this morning to commemorate #JuneTeenth2021. It was great to see so many local organizations out celebrating the end of slavery in the #USA. https://t.co/mQxEhETU9G,",",",JuneTeenth2021,USA,",",SnugHarborCCBG,",",https://t.co/mQxEhETU9G,"
729,Nicole Malliotakis,RepMalliotakis,2021-06-19T16:53:27.000Z,"Nicole joined the #StatenIsland Tuna Club for World Oceans Day 🌊 as they presented a $92k check to @statenislandzoo. Many of our cultural institutions suffered due to the pandemic so this boost from the community was much appreciated!

@WorldOceansDay https://t.co/thKNisidvD",",",",StatenIsland,",",statenislandzoo,WorldOceansDay,",",https://t.co/thKNisidvD,"
730,Carolyn Maloney,RepMaloney,2021-06-20T21:49:34.000Z,"RT @OversightDems: “It was not a tourist visit to the Capitol. It was an armed riot at the Capitol.” 

—Chair @RepMaloney on why Congress n…",",OversightDems,",",",",",","
731,Carolyn Maloney,RepMaloney,2021-06-20T21:43:13.000Z,"Wishing every father, grandfather, stepdad, and father figure a very Happy #FathersDay. I hope you all have a great day with your loved ones. https://t.co/T4nzYDqyeX",",",",FathersDay,",",",",https://t.co/T4nzYDqyeX,"
732,Carolyn Maloney,RepMaloney,2021-06-20T01:53:24.000Z,"I just got home from celebrating Juneteenth w/ @stnicksalliance, Cooper Park RA President Debra Benders, &amp; Elisha Fye. 

Today, we celebrate. Tomorrow, we get back to work to pass CRITICAL legislation like the George Floyd Justice in Policing &amp; the John Lewis Voting Rights Act. https://t.co/JQse8ZfXAf",",",",",",stnicksalliance,",",https://t.co/JQse8ZfXAf,"
733,Carolyn Maloney,RepMaloney,2021-06-19T21:05:13.000Z,"Juneteenth is an occasion for celebration and for doing the work to replace the lasting effects of slavery and racism with hope, dignity, and true equality for all. 
 
We can start with the Senate passing the #GeorgeFloydAct, and finally making the #JohnLewisVotingRightsAct law. https://t.co/ATneZaEZyQ",",",",GeorgeFloydAct,JohnLewisVotingRightsAct,",",",",https://t.co/ATneZaEZyQ,"
734,Carolyn Maloney,RepMaloney,2021-06-19T18:48:02.000Z,"THIS WEEKEND are the last 2 days to vote early in the June primary. 

The polls are open from 10am - 5pm. 
 
https://t.co/NQfmrp9P6r",",",",",",",",https://t.co/NQfmrp9P6r,"
735,Carolyn Maloney,RepMaloney,2021-06-19T18:47:48.000Z,https://t.co/Lw3tD1iPLt,",",",",",",",https://t.co/Lw3tD1iPLt,"
736,Carolyn Maloney,RepMaloney,2021-06-19T18:47:38.000Z,Was great to see so many of you for mobile casework hours this morning in McGorlick Park. My staff and I will be continuing to offer mobile casework hours throughout NY-12 – stay tuned for our next stop! https://t.co/g1Inb3QFBw,",",",",",",",https://t.co/g1Inb3QFBw,"
737,Carolyn Maloney,RepMaloney,2021-06-19T13:54:55.000Z,"RT @OversightDems: In honor of the 1st federally recognized #Juneteenth, Chair @RepMaloney has a special holiday message: https://t.co/KnOG…",",OversightDems,",",",",",","
738,Adriano Espaillat,RepEspaillat,2021-06-20T16:20:16.000Z,"RT @RepEspaillat: So far, Republicans have introduced 389 voter suppression bills in 48 states around the country. 

Our democracy is on th…",",RepEspaillat,",",",",",","
739,Adriano Espaillat,RepEspaillat,2021-06-20T13:45:00.000Z,"To all of the dads out there, including all the father figures and mentors in our children's lives, today we say thank you. 
 
Happy #FathersDay! https://t.co/oYmOmVzsOO",",",",FathersDay,",",",",https://t.co/oYmOmVzsOO,"
740,Adriano Espaillat,RepEspaillat,2021-06-20T12:40:21.000Z,"Not bad for 5:30 in the morning. 🤦🏽‍♂️ 

I’ll take it! https://t.co/2W79TXMbXP",",",",",",",",https://t.co/2W79TXMbXP,"
741,Adriano Espaillat,RepEspaillat,2021-06-20T12:30:00.000Z,"So far, Republicans have introduced 389 voter suppression bills in 48 states around the country. 

Our democracy is on the line if we don’t abolish the filibuster. https://t.co/8YnQn58hF5",",",",",",",",https://t.co/8YnQn58hF5,"
742,Adriano Espaillat,RepEspaillat,2021-06-20T10:03:40.000Z,"Looking forward to my segment with @MSNBC’s @kendisgibson and @CoriCoffin this morning. 

Tune in now to watch! 📺",",",",",",MSNBCs,kendisgibson,CoriCoffin,",","
743,Adriano Espaillat,RepEspaillat,2021-06-19T17:20:17.000Z,"RT @RepEspaillat: Zoom had its profits increase 4000% just last year.

There’s literally no reason they shouldn’t be paying more than $0 in…",",RepEspaillat,",",",",",","
744,Adriano Espaillat,RepEspaillat,2021-06-19T14:00:26.000Z,RT @RepEspaillat: We have no choice: we have to face our nation’s history of brutality and injustice before we can build a future of true f…,",RepEspaillat,",",",",",","
745,Adriano Espaillat,RepEspaillat,2021-06-19T13:00:26.000Z,"Zoom had its profits increase 4000% just last year.

There’s literally no reason they shouldn’t be paying more than $0 in income taxes.",",",",",",",","
746,Adriano Espaillat,RepEspaillat,2021-06-19T12:55:14.000Z,"RT @POTUS: Today, we’ve passed 300 million shots in 150 days. 
When I took office, our nation was in crisis. Today, the virus is in retreat…",",POTUS,",",",",",","
747,Alexandria Ocasio-Cortez,RepAOC,2021-06-19T21:25:57.000Z,"Today, we celebrate Juneteenth, which marks and celebrates the end of slavery in the United States. 

But we're still confronting the truth about our history and the injustices we still face — including deadly police violence and voter suppression. 

There's still work to do. https://t.co/hfikGPJq8A",",",",",",",",https://t.co/hfikGPJq8A,"
748,Ritchie Torres,RepRitchie,2021-06-20T21:08:15.000Z,"RT @KevinFreyTV: “Every time I set foot on the House floor, I cannot help but feel the weight of history on my shoulders.""

@RepRitchie, th…",",KevinFreyTV,",",",",",","
749,Ritchie Torres,RepRitchie,2021-06-20T20:02:30.000Z,"Wishing all of the men who have made us who we are- our fathers, uncles, grandfathers, neighbors- a very #HappyFathersDay. We celebrate you &amp; thank you for your hard work &amp; care. https://t.co/BohUpY4OcC",",",",HappyFathersDay,",",",",https://t.co/BohUpY4OcC,"
750,Ritchie Torres,RepRitchie,2021-06-19T22:55:05.000Z,"Happy #Juneteenth. It took 156 years to give emancipation the long overdue recognition it deserves. Let’s take this day to recommit ourselves to the continued fight for freedom, equality, and racial justice in our country and around the world. https://t.co/poPP5JHHav",",",",Juneteenth,",",",",https://t.co/poPP5JHHav,"
751,Jamaal Bowman,RepBowman,2021-06-20T17:22:26.000Z,Wishing you a safe and happy Father’s Day! Sending love to fathers and father figures in NY-16 and everywhere.,",",",",",",","
752,Jamaal Bowman,RepBowman,2021-06-19T23:40:25.000Z,"From Ardsley, the Bronx, Mount Vernon, and Yonkers the omnipresent spirit of Black joy and pride flowed through the streets. 

As we commemorate the end of slavery over 100 years ago, we also rejoice at the Black experience while working towards more equality for all. https://t.co/xYCT5nP1jx",",",",",",",",https://t.co/xYCT5nP1jx,"
753,Jamaal Bowman,RepBowman,2021-06-19T18:07:00.000Z,"It’s always a good time when we can gather, as a community, to enjoy a peaceful afternoon. 

Thank you @GoodShepherdNYC’s Bronx Rises Against Gun Violence program for the work you are doing throughout the Bronx and for cultivating a space of peace on this Juneteenth! https://t.co/EXBAWXAsFS",",",",",",GoodShepherdNYCs,",",https://t.co/EXBAWXAsFS,"
754,Jamaal Bowman,RepBowman,2021-06-19T16:14:52.000Z,"Honored to join @vcpalliance along with @JeffreyDinowitz and @EricDinowitzNYC  to honor the enslaved ancestors whose contributions can still be seen and felt in Van Cortlandt Park until today.

 May they rest in power! https://t.co/okshKZU2yO",",",",",",vcpalliance,JeffreyDinowitz,EricDinowitzNYC,",",https://t.co/okshKZU2yO,"
755,Jamaal Bowman,RepBowman,2021-06-19T16:12:24.000Z,@jeremycv @ChildrensVllg Always a pleasure!,",",",",",jeremycv,ChildrensVllg,",","
756,Mondaire Jones,RepMondaire,2021-06-20T18:45:12.000Z,"As America confronts a disturbing rise in anti-Asian hate, the FBI's alleged misconduct in the case of Professor Anming Hu is deeply troubling.

@TedLieu, @RepJayapal, and I have referred the case to the DOJ's Inspector General to demand answers and accountability. https://t.co/so11IlUJEa",",",",",",TedLieu,RepJayapal,",",https://t.co/so11IlUJEa,"
