:START_ID(Tweet),:END_ID(Place),:TYPE
3394,US,references
3395,New Jersey,references
3402,America,references
3405,El-Sheikh,references
3405,Egypt,references
3405,America,references
3406,U.S.,references
3407,America,references
3410,America,references
3412,America,references
3412,America,references
3412,Paris,references
3413,Egypt,references
3414,America,references
3415,America,references
3419,Glasgow,references
3419,U.S.,references
3419,America,references
3420,Sharm El-Sheikh,references
3420,Egypt,references
3430,China,references
3430,Russia,references
3430,North Korea,references
3430,Iran,references
3443,America,references
3443,America,references
3444,America,references
3445,U.S.,references
3446,Marine Corps,references
3448,U.S.,references
3452,San Diego,references
3452,Vietnam,references
3454,California,references
3454,San Diego,references
3454,Marines,references
3456,California,references
3462,Vietnam,references
3464,Egypt,references
3465,Egypt,references
3465,Mainers,references
3469,America,references
3469,America,references
3470,America,references
3470,America,references
3471,Maine,references
3472,Georgia,references
3477,America,references
3482,Wisconsin,references
3483,Wisconsin,references
3484,America,references
3492,Costa Mesa,references
3492,Orange County,references
3493,Orange County,references
3494,Orange County,references
3495,Fort Ord,references
3495,CA,references
3504,Massachusetts,references
3506,Massachusetts,references
3507,Massachusetts,references
3515,Boston,references
3518,NC,references
3520,Iran,references
3520,Iran,references
3523,Kherson,references
3523,Ukraine,references
3523,ing Ukr,references
3526,United States,references
3536,US Marines,references
3537,Maryland,references
3537,America,references
3539,Frederick County,references
3539,Maryland,references
3541,America,references
3541,Ukraine,references
3544,Ukraine,references
3547,U.S.,references
3547,Paris Climate,references
3547,Pennsylvania,references
3549,Belleau Wood,references
3549,Fallujah,references
3554,Afghanistan,references
3557,America,references
3562,America,references
3564,America,references
3564,America,references
3564,America,references
3567,America,references
3568,America,references
3569,America,references
3574,Eastern Washington,references
3574,America,references
3581,Eastern Washington,references
3582,Eastern Washington,references
3586,Alabama,references
3592,America,references
3595,U.S.,references
3596,China,references
3596,Washington,references
3603,U.S.,references
3604,Montana,references
3605,States Marine Corps,references
3606,Montana,references
3607,Big Sky Country,references
3607,Montana,references
3608,America,references
3608,Montana,references
3609,Montana,references
3610,U.S. Capitol,references
3611,NC,references
3614,Zebulon,references
3617,North Carolina,references
3618,Raleigh City Farm,references
3626,Hill Country Veterans Center,references
3626,National Museum,references
3626,Pacific War,references
3626,TX21,references
3640,Philadelphia,references
3640,Bunker Hill,references
3640,Normandy,references
3641,Parris Island,references
3641,SC,references
3653,Capitol,references
3659,California,references
3661,Coachella,references
3672,Hudson Valley,references
3674,NY19,references
3675,Mount Zion cemetery,references
3677,Washington,references
3677,Washington,references
3677,Hudson Valley,references
3678,Greene County,references
3678,Capitol,references
3681,Sullivan County,references
3684,Ohio,references
3691,United States,references
3695,PicoRivera,references
3696,LaMirada,references
3696,Washington,references
3697,Artesia,references
3697,Union Station,references
3700,Maryland,references
3704,Chesapeake Bay,references
3704,Bay Watershed,references
3711,US,references
3712,Afghanistan,references
3728,Illinois,references
3733,Edgewater,references
3734,Glenview,references
3735,Illinois,references
3736,Illinois,references
3742,Niles Township,references
3743,America,references
3746,IL,references
3752,College of,references
3752,Lake County,references
3753,Westmoor,references
3757,Wenatchee,references
3757,Issaquah,references
3759,America,references
3762,Georgia,references
3762,America,references
3764,U.S.,references
3771,Hampton VA Medical Center,references
3775,VIRGINIA,references
3782,Washington,references
3787,U.S. military,references
3792,Selma,references
3793,Alabama,references
3794,Alabama,references
3794,U.S.,references
3795,Alabama,references
3795,Alabama,references
3796,U.S.,references
3798,National Recreation Area,references
3799,Telephone Town Hall,references
3801,LACounty,references
3802,Encino,references
3802,Valley,references
3803,Israel,references
3803,United States,references
3803,San Fernando Valley,references
3811,Essex County,references
3811,U.S. Armed Forces,references
3813,Washington,references
3817,New Jersey,references
3819,NJ,references
3821,Marine Corps,references
3823,Idaho,references
3825,Idaho Ag,references
3825,U.S.,references
3825,Idaho Ag,references
3825,Washington,references
3827,Great Lakes National Cemetery,references
3827,Holly,references
3827,Howell,references
3831,United States,references
3835,Russia,references
3837,United States,references
3837,Ukraine,references
3841,America,references
3842,Washington,references
3842,Washington state,references
3843,Washington,references
3845,America,references
3847,America,references
3849,North Platte,references
3851,Lincoln County,references
3851,NE03,references
3855,U.S.,references
3860,Conway,references
3860,AR,references
3879,America,references
3883,US,references
3884,Polk County,references
3885,Camp Lejeune,references
3886,FL9,references
3889,Hurricane Ian,references
3889,Orange County,references
3892,Osceola County,references
3893,Central Florida,references
3895,Osceola,references
3899,Florida,references
3899,Poinciana Parkway,references
3899,Sunbridge Parkway,references
3901,Virginia,references
3901,Seventh District,references
3902,Virginia,references
3902,Seventh District,references
3905,Seventh District,references
3906,Virginia,references
3907,Virginia,references
3908,Virginia,references
3911,Virginia,references
3914,Grant County,references
3914,Grant County,references
3917,London,references
3919,Palladium,references
3919,Carmel,references
3920,Indianapolis,references
3921,Indiana,references
3928,California,references
3929,CA,references
3932,Supreme Court,references
3933,Stansbury,references
3934,New Mexico,references
3937,U.S.,references
3938,New Mexico,references
3939,Albuquerque,references
3942,New Mexico,references
3942,U.S.,references
3943,NM,references
3946,Albuquerque,references
3946,D.C,references
3950,New Mexico,references
3954,Mesa,references
3955,Arizona,references
3958,Lake Superior,references
3959,Great Eighth District,references
3959,Minnesota,references
3959,Washington,references
3959,DC,references
3962,DC,references
3968,America,references
3971,Orange County,references
3976,NY21,references
3978,Essex County Leathernecks,references
3978,Crown Point,references
3978,U.S. Marine Corps,references
3984,Queensbury,references
3985,NY21,references
3986,Queensbury,references
3986,NY21,references
3986,North Country,references
3989,Carthage Area Hospital,references
3989,Jefferson County,references
3990,Carthage Area Hospital,references
3991,China,references
4000,U.S.,references
4000,Kenosha County Cente,references
4004,U.S. Marine Corps,references
4004,Kenosha,references
4004,Afghanistan,references
4006,Oak Creek,references
4010,Kenosha,references
4011,Wisconsin,references
4018,Florida,references
4018,U.S.,references
4023,Venice,references
4024,Florida,references
4026,FL,references
4026,17,references
4026,Charlotte,references
4026,DeSoto,references
4026,Glades,references
4026,Hardee,references
4026,Highlands,references
4026,Lee,references
4026,Okeechobee,references
4026,Polk,references
4026,Sarasota,references
4028,Sarasota County,references
4028,FL,references
4029,Sarasota County,references
4035,West Bloomfield,references
4037,America,references
4038,Berlin Wall,references
4038,United States,references
4039,Russia,references
4041,SE,references
4041,Michigan,references
4045,America,references
4050,South Sound,references
4050,South Sound,references
4051,SouthSound,references
4052,Pierce County,references
4053,Mount Tahoma,references
4072,Ukraine,references
4072,Ukraine,references
4072,Ukraine,references
4073,America,references
4076,Russia,references
4085,America,references
4088,U.S. Marines,references
4088,US,references
4088,Marine Corps,references
4094,America,references
4095,Maricopa County,references
4097,U.S.,references
4100,Georgia,references
4100,Georgia,references
4101,NY,references
4104,AZ,references
4106,NY,references
4106,NY,references
4108,NY,references
4109,NY,references
4109,NY,references
4111,America,references
4112,Made,references
4112,America,references
4116,New York,references
4117,NY,references
4117,DOH,references
4117,Albany,references
4118,New York,references
4121,NY,references
4121,Hochul,references
4126,Mississippi,references
4138,United States,references
4138,America,references
4144,Vietnam,references
4146,California,references
4158,US,references
4166,Santa Rosa,references
4167,Sonoma County,references
4167,California,references
4169,U.S.,references
4170,Eisenhower,references
4171,California Secretary of State,references
4175,US,references
4176,CA,references
4177,US,references
4179,Wisconsin,references
4181,Wisconsin,references
4181,America,references
4199,Nevada,references
4202,Berlin Wall,references
4202,Central Europe,references
4207,Nevada,references
4209,Nevada,references
4215,Michigan,references
4217,Egypt,references
4219,Supreme Court,references
4232,Guatemala,references
4232,U.S.,references
4235,United States,references
4240,Central America,references
4240,U.S.,references
4242,Washington,references
4242,D,references
4242,C,references
4242,Ontario,references
4243,Pomona,references
4247,Inland Empire,references
4251,Inland Empire,references
4253,CA35,references
4256,Inland Empire,references
4260,Inland Empire,references
4264,Bronx,references
4264,New York City,references
4264,NYC,references
4266,Berlin Wall,references
4267,New York,references
4270,New York,references
4271,Lowell,references
4271,DC,references
4273,Chelmsford,references
4276,Ukraine,references
4277,Haverhill,references
4278,Massachusetts,references
4280,Massachusetts,references
4281,Massachusetts,references
4291,Brunswick,references
4292,Frederick,references
4293,United States,references
4300,Illinois,references
4300,14th District,references
4306,Joliet,references
4309,Washington,references
4312,San Francisco,references
4312,Hetch Hetchy Valley,references
4313,Central Valley Sikh,references
4317,North Richland Hills,references
4317,Texas,references
4319,North Texas,references
4320,America,references
4320,America,references
4323,Tarrant,references
4323,Dallas,references
4324,Main,references
4324,Main St,references
4326,US,references
4326,Ireland,references
4326,US,references
4326,Uk,references
4329,CA51,references
4332,TX,references
4333,North Texas,references
4336,Fort Worth,references
4337,Louisiana,references
4349,FL,references
4356,FLA,references
4360,NJ12,references
4361,California,references
4361,Vermont,references
4361,Michigan,references
4361,Montana,references
4361,Kentucky,references
4361,Maryland,references
4361,Missouri,references
4362,Florida,references
4366,Mercer County,references
4371,New Jersey,references
4373,New Jersey,references
4374,U.S. Marine Corps,references
4381,Montezuma,references
4381,Tripoli,references
4383,FL,references
4384,Berlin Wall,references
4389,Vermont,references
4389,U.S.,references
4397,America,references
4399,Arkansas,references
4399,Washington,references
4399,Arkansas,references
4399,America,references
4402,Pine Bluff,references
4403,Arkansas,references
4404,Arkansas,references
4407,Leesburg,references
4412,PA,references
4413,Central Ave,references
4413,Atlanta,references
4413,GA,references
4417,Atlanta,references
4418,Georgia,references
4419,Kentucky,references
4419,Vermont,references
4419,Michigan,references
4419,Montana,references
4419,California,references
4420,Atlanta,references
4422,Germany,references
4422,Kristallnacht,references
4423,Georgia,references
4423,Georgia,references
4426,Vermont,references
4426,Tennessee,references
4426,Alabama,references
4427,United States,references
4428,Georgia,references
4431,Atlanta,references
4433,United States,references
4433,Alabama,references
4433,Louisiana,references
4433,Oregon,references
4433,Tennessee,references
4433,Vermont,references
4435,Georgia,references
4436,Georgia,references
4437,America,references
4441,Haiti,references
4444,Georgia,references
4448,U.S. House,references
4448,Florida,references
4451,South Florida,references
4451,Miami-Dade,references
4451,Broward,references
4455,Florida,references
4458,Ukraine,references
4458,Ukraine,references
4460,U.S. Marine Corps,references
4465,America,references
4466,Russellville,references
4466,Capitol,references
4467,Bentonville West,references
4467,America,references
4482,New York,references
4484,New York,references
4488,Alaska,references
4490,Marine Corps,references
4491,Parks Act,references
4492,Alaska,references
4492,Alaska,references
4494,National Mall,references
4494,DC,references
4494,America,references
4495,America,references
4495,America,references
4501,U.S. Marine Corps,references
4502,Alabama,references
4504,Iraq,references
4506,Pleasant Grove,references
4506,U.S.,references
4506,Europe,references
4508,Madison,references
4508,AL,references
4509,Foley,references
4511,Havana,references
4511,Alabama,references
4512,Alabama,references
4515,America,references
4519,Sultana Disaster Museum,references
4519,Marion,references
4523,Osceola,references
4523,Mississippi River,references
4524,Little Rock,references
4524,Arkansas,references
4525,America,references
4528,Fame,references
4530,America,references
4532,Arizona,references
4534,U.S. Marine Corps,references
4535,U.S. Small Business Administration,references
4535,Arizona,references
4538,AZ,references
4538,U.S.,references
4539,United States,references
4540,California,references
4541,Marine Corps,references
4542,California,references
4543,California,references
4545,Thousand Oaks,references
4547,California,references
4555,California,references
4560,Denver,references
4561,Colorado,references
4562,Supreme Court,references
4563,Washington,references
4568,Colorado,references
4569,Supreme Court,references
4569,Washington,references
4571,Colorado,references
4573,Colorado,references
4577,Colorado,references
4579,Colorado,references
4581,Colorado,references
4583,Colorado,references
4588,Long Wharf,references
4588,New Haven,references
4594,Charter Oak,references
4594,Hartford,references
4595,Hartford,references
4597,Greenwich,references
4598,Russia,references
4598,China,references
4598,Iran,references
4602,Saudi,references
4608,Georgia,references
4609,U.S.,references
4609,Ukraine,references
4609,Russia,references
4610,China,references
4610,Mexico,references
4610,U.S.,references
4611,U.S.,references
4611,U.S.,references
4611,Mexico,references
4613,Mexico,references
4614,U.S.\n\n1,references
4615,Georgia,references
4616,Michigan,references
4632,Lamont,references
4632,Canaan,references
4632,Milford\nMadison,references
4634,Connecticut,references
4636,Farmington,references
4637,Hartford,references
4637,Connecticut,references
4638,Hartford,references
4639,Simsbury,references
4642,Mexico,references
4642,China,references
4642,Fentanyl,references
4642,U.S.,references
4642,China,references
4642,Mexico,references
4645,Vernon,references
4650,Bridgeport,references
4652,New Canaan,references
4653,leaning S,references
4658,Avon,references
4660,Washington,references
4660,Connecticut,references
4662,U.S.,references
4663,Delaware,references
4665,US House,references
4665,Delaware,references
4667,Delaware,references
4672,Russia,references
4673,Kherson,references
4673,Kyiv,references
4674,Ukraine,references
4674,Kyiv,references
4674,Philadelphia,references
4675,Delaware,references
4678,Philadelphia,references
4679,Russia,references
4679,Kyiv,references
4681,Kyiv,references
4681,Ukraine,references
4682,Kyiv,references
4682,Ukraine,references
4682,Ukraine,references
4682,Russia,references
4683,Ukraine,references
4683,Europe,references
4683,Kyiv,references
4683,US,references
4684,Kyiv,references
4684,America,references
4686,Florida,references
4692,Florida,references
4693,Florida,references
4694,Florida,references
4697,America,references
4698,Hialeah,references
4698,Florida,references
4698,America,references
4698,Sayfie,references
4699,Orlando,references
4699,Florida,references
4702,Jacksonville,references
4702,Florida,references
4702,Sayfie,references
4703,Miami,references
4703,RedWave,references
4703,Florida,references
4704,Ocala,references
4704,Florida,references
4704,Sayfie,references
4707,Naples,references
4707,Florida,references
4709,Naples,references
4709,Washington,references
4709,Florida,references
4716,Marine Corps,references
4721,Hurricane Nicole,references
4724,Florida Peninsula,references
4725,Florida coast,references
4728,Florida,references
4741,FL,references
4742,Brevard,references
4742,Clay,references
4742,Duval,references
4742,Flagler,references
4742,Indian River,references
4742,Martin,references
4742,Nassau,references
4742,Palm,references
4743,Brevard,references
4743,Indian River,references
4743,Martin,references
4743,Palm Beach,references
4743,St. Lucie,references
4743,Volusia Cou,references
4745,Florida,references
4748,Florida,references
4748,East Coast,references
4750,U.S.,references
4751,East Florida Coast,references
4752,Lee County,references
4752,Pine Island Phillips,references
4752,Bokeelia,references
4752,FL,references
4754,Florida,references
4755,southwestern Atlantic,references
4757,Atlantic,references
4758,Atlantic,references
4759,Atlantic,references
4760,Florida,references
4766,Georgia,references
4775,Georgia,references
4792,Minnesota,references
4803,Macon,references
4805,Macon,references
4806,Crooks Beer,references
4806,Summerhill,references
4806,Atlanta,references
4809,Summerhill,references
4810,Summerhill,references
4811,Columbus,references
4811,Georgia,references
4813,Johns Creek,references
4814,Georgia,references
4815,Georgia,references
4817,Georgia,references
4819,Georgia,references
4820,Georgia,references
4820,Georgia,references
4821,Georgia,references
4822,Georgia,references
4823,Kings Bay,references
4823,Georgia,references
4825,Georgia,references
4826,Augusta,references
4828,Georgia,references
4829,Georgia,references
4830,Georgia,references
4832,Georgia,references
4834,Georgia,references
4836,Hawaii,references
4838,Hawaii,references
4838,Pacific region,references
4839,Hawaii,references
4841,Tun Tavern,references
4852,Iowa,references
4852,Veterans Memorial Hall,references
4852,Waterloo,references
4857,EIGHTEEN,references
4859,Berlin Wall,references
4859,Eastern Europe,references
4863,Iowa,references
4870,Linn,references
4870,Iowa Counties,references
4870,VA,references
4879,Iowa,references
4879,America,references
4880,Britain,references
4880,US,references
4881,Iowa,references
4882,Iowa,references
4883,America,references
4886,Iowa,references
4887,Iowa,references
4894,Idaho,references
4894,America,references
4897,America,references
4899,U.S. \nI,references
4903,Asia,references
4907,U.S. Senate,references
4913,U.S. Marines,references
4924,IL,references
4926,Indiana,references
4928,Indiana,references
4929,America,references
4932,Columbus,references
4932,Columbus,references
4936,Jefferson County,references
4936,America,references
4938,U.S. Marines Corps,references
4939,Humboldt,references
4940,Wichita,references
4942,Pittsburg,references
4943,Kansas,references
4946,Morland,references
4956,Kentucky,references
4956,Commonweal,references
4957,Liberty Tree,references
4959,America,references
4960,Kentucky,references
4961,Kentucky,references
4962,Kentucky,references
4963,Bowling Green,references
4965,Owensboro,references
4966,Louisville,references
4967,Lexington,references
4968,Kentucky,references
4968,Rand,references
4969,Northern Kentucky,references
4970,Ashland,references
4971,Ashland,references
4975,Greenup County,references
4975,Ashland Airport,references
4975,Scott St,references
4975,Worthington,references
4975,KY,references
4978,Worthington,references
4978,Erlanger,references
4978,Lexington,references
4978,Louisville,references
4978,Owensboro,references
4978,Paducah,references
4985,America,references
4985,America,references
4986,Louisiana,references
4987,St. Charles Parish,references
4989,Florida,references
4994,Louisiana,references
5012,Louisiana,references
5013,America,references
5014,Melville,references
5015,Afghanistan,references
5016,Death Valley,references
5029,Egypt,references
5031,Massachusetts,references
5045,Supreme Court,references
5045,America,references
5049,Pakistan,references
5049,Siberia,references
5052,America,references
5052,Paris,references
5053,Maryland,references
5053,Fort Detrick,references
5055,Maryland,references
5058,Germany,references
5058,Austria,references
5060,Maryland,references
5060,Annapolis,references
5061,Maryland,references
5062,Maryland,references
5063,Maryland,references
5064,Maryland,references
5066,Maryland,references
5068,Maryland,references
5072,Maryland,references
5072,Maryland,references
5073,Maryland,references
5081,America,references
5083,Berlin Wall,references
5083,Ukraine,references
5085,Maryland,references
5085,U.S. Senate,references
5086,Maryland,references
5087,America,references
5090,America,references
5092,Michigan,references
5093,Michigan,references
5096,Traverse City,references
5097,Michigan,references
5098,Traverse City,references
5099,Michigan,references
5103,Great Lakes National Cemetery,references
5104,America,references
5109,Michigan,references
5110,Michigan,references
5116,Detroit,references
5120,Mountain Iron,references
5123,Minnesota,references
5124,Minnesota,references
5128,Wall Street,references
5129,Missouri,references
5133,Wentzville,references
5133,Abbey Gate,references
5133,Afghanistan,references
5137,China,references
5138,Big Pharma,references
5138,Schumer,references
5142,Missouri,references
5145,Missouri,references
5147,St. Louis,references
5149,Southeastern,references
5149,Missouri,references
5149,U.S. Senate,references
5153,America,references
5154,Springfield,references
5154,rom Miss,references
5158, in Delaware Co,references
5158,ty,references
5159,Circleville,references
5159,OH,references
5161,America,references
5162,MS Armed Forces Museum,references
5162,Camp Shelby,references
5165,Mississippi,references
5170,Washington,references
5175,Greene County Courthouse,references
5175,U.S. Capitol,references
5179,Washington,references
5179,Mississippi,references
5181,Vicksburg,references
5186,America,references
5191,Washington,references
5206,Ocean Springs,references
5210,MONTANA,references
5211,Great Falls,references
5211,United States,references
5211,America,references
5212,Montana,references
5215,United States,references
5216,Montana,references
5217,U.S. House,references
5217,Montana,references
5218,U.S. House of Representatives,references
5218,Montana,references
5218,Montana,references
5219,Montana,references
5220,Montana,references
5220,Montana,references
5221,Montana Supreme Court,references
5222,Montana,references
5223,Washington,references
5223,DC,references
5223,U.S. Senate,references
5224,Montana,references
5224,Washington,references
5224,DC,references
5226,America,references
5227,Nevada,references
5227,Nevada,references
5229,Montana,references
5230,Magic City,references
5231,Magic City,references
5231,Perkins,references
5234,America,references
5237,Bozeman,references
5242,Supreme Court,references
5244,America,references
5245,Montana,references
5248,Montana,references
5248,Washington,references
5249,America,references
5250,Germany,references
5250,Lithuania,references
5250,Poland,references
5250,Denmark,references
5250,United States,references
5250,Ukraine,references
5251,Rzeszow,references
5251,Poland,references
5252,Pabradė,references
5252,Lithuania,references
5253,Vilnius,references
5253,Lithuania,references
5253,Ukraine,references
5254,Wiesbaden,references
5254,Germany,references
5255,Europe,references
5255,Ukraine,references
5255,Russia,references
5256,Central Europe,references
5257,Montanans,references
5257,Washington,references
5259,U.S.,references
5261,America,references
5261,North Carolina,references
5261,Marine Corps,references
5263,East,references
5264,United States,references
5264,USA,references
5268,North Dakota,references
5268,Basin,references
5269,Marine Corps,references
5270,U.S.,references
5272,North Dakota,references
5273,North Dakotans,references
5276,CA,references
5276,NY,references
5282,North Dakota,references
5283,ND,references
5283,Bakken,references
5283,U.S.,references
5286,U.S. flag,references
5286,Williston,references
5286,U.S. Capitol,references
5289,Nebraska,references
5291,U.S. Marine Corps,references
5296,Veterans Cemetery,references
5297,Marine Corps,references
5302,Seabrook,references
5304,U.S,references
5309,U.S.,references
5311,America,references
5311,NH,references
5313,Berlin Wall,references
5314,Washington,references
5314,D.C,references
5314,New Hampshire,references
5319,America,references
5324,Somersworth,references
5324,Lincoln,references
5324,Soldati,references
5340,Georgia,references
5347,Jersey,references
5351,New Hampshire,references
5351,U.S. Senate,references
5352,Pennsylvania,references
5353,Colorado,references
5354,United States of,references
5354,America,references
5359,Wisconsin,references
5364,Kherson,references
5364,Kherson,references
5367,U.S. Army,references
5370,NJ,references
5370,America,references
5371,Morris Plains,references
5373,NJ,references
5374,NewJersey,references
5374,NY,references
5375,NJ,references
5380,U.S. Senate,references
5381,NJ,references
5382,New Jersey,references
5387,New Mexico,references
5387,New Mexico,references
5388,New Mexico,references
5389,America,references
5390,New Mexico,references
5392,New Mexico,references
5393,New Mexico,references
5396,New Mexico,references
5401,Nevada,references
5402,Nevada,references
5404,Nevada,references
5404,Silver State,references
5405,Southern Nevada,references
5406,Silver State,references
5407,Nevada,references
5409,Capitol,references
5412,Nevada,references
5413,Las Vegas,references
5413,Reno,references
5413,DC,references
5414,Northern Nevada,references
5416,Las Vegas,references
5416,Reno,references
5416,DC,references
5417,Nevada,references
5417,Laotian,references
5418,Nevada,references
5420,India Diwali Celebration,references
5420,Las Vegas,references
5422,Nevada,references
5429,New York,references
5430,New York,references
5433,New York,references
5433,New York,references
5434,Kingston,references
5434,Hudson Valley,references
5435,New York,references
5437,America,references
5438,MAGA,references
5440,New York,references
5440,New York,references
5440,U.S. Senate,references
5441,Brooklyn,references
5441,New York,references
5441,America,references
5442,New York,references
5442,America,references
5445,Ohio,references
5445,Ohio,references
5449,Ohio,references
5450,Ohio,references
5454,Ukraine,references
5457,U.S.,references
5457,Ukraine,references
5458,Ukraine,references
5458,U.S.,references
5459,Russia,references
5459,Ukraine,references
5459,U.S.,references
5460,Ukraine,references
5462,United States,references
5463,Montezuma,references
5463,Tripoli,references
5463,Marine Corps,references
5463,United States Marine Corps,references
5463,OORAH,references
5465,Washington,references
5466,Iran,references
5466,Iran,references
5466,Iran,references
5471,United States,references
5471,Iran,references
5472,Iran,references
5475,OklahomaStandard,references
5481,U.S.,references
5482,Oregon,references
5482,Oregon,references
5483,U.S. Armed Forces,references
5483,Oregon,references
5485,Oregon,references
5487,Oregon,references
5488,Oregon,references
5490,Oregon,references
5493,U.S.,references
5495,Medford,references
5496,Oregon,references
5497,U.S.,references
5497,Oregon,references
5497,U.S.,references
5498,Oregon,references
5500,Oregon,references
5501,Ethiopia,references
5504,Clatsop County,references
5504,Seaside,references
5504,Astoria,references
5505,America,references
5509,Oregon,references
5511,Oregon,references
5513,Oregon,references
5514,Ukraine,references
5517,Oregon,references
5517,U.S. Senate,references
5517,D.C.,references
5517,Oregon,references
5519,Oregon,references
5523,Oregon,references
5524,Oregon,references
5525,Oregon,references
5526,Oregon,references
5529,Oregon,references
5533,Oregon,references
5541,New Zealand,references
5546,Oregon,references
5549,Texas,references
5549,Oregon,references
5554,U.S.,references
5554,Mexico,references
5555,Oregon,references
5555,Oregon,references
5557,Portland,references
5562,PA,references
5562,Carbon County,references
5562,Northeastern,references
5562,Pennsylvania,references
5564,Northumberland County,references
5565,Allentown,references
5566,Cambria County Airport,references
5569,Pennsylvania,references
5570,Pennsylvania,references
5573,Pennsylvania,references
5576,Pittsburgh,references
5580,Pennsylvania,references
5589,Kensington,references
5597,Cranston,references
5605,Providence,references
5609,Atlantic Theater,references
5621,US,references
5627,Providence,references
5629,Wall Street,references
5631,America,references
5633,America,references
5640,U.S.S.,references
5640,Rhode Island,references
5640,Med,references
5640,Rhode Island,references
5640,Gibraltar,references
5650,Nevada,references
5652,White House,references
5653,Georgia,references
5656,County,references
5656,Florida,references
5658,Guam,references
5658,Guam,references
5661,Kennesaw,references
5661,States,references
5664,Rock Hill,references
5667,US Marine Corps,references
5679,U.S. military,references
5679,Hellcats,references
5679,U.S.S. Intrepid,references
5679,Pacific theater,references
5681,South Dakota,references
5683,Brookings,references
5683,Rosebud,references
5684,Brookings,references
5687,Aurora,references
5688,Madison,references
5691,U.S.,references
5693,Knoxville,references
5694,Tennessee,references
5696,Middle East,references
5696,America,references
5698,America,references
5706,USA,references
5712,Ukraine,references
5712,White House,references
5723,Main,references
5723,America,references
5725,America,references
5728,America,references
5729,America,references
5730,U.S.,references
5732,U.S,references
5735,U.S. diesel,references
5744,U.S.,references
5744,America,references
5745,America,references
5750,America,references
5751,U.S.,references
5753,Washington,references
5754,U.S.,references
5757,Laredo,references
5759,Tennessee,references
5769,South Texas,references
5771,Kherson,references
5780,Texas,references
5780,Hill Country,references
5782,China,references
5783,US,references
5783,US,references
5787,Georgia,references
5791,Texas,references
5791,Chicago,references
5791,Texas,references
5798,Russia,references
5798,Ukraine,references
5799,Florida,references
5801,Clark County,references
5802,Florida,references
5804,Georgia,references
5805,Wisconsin,references
5806,Iowa,references
5806,America,references
5807,Utah,references
5807,Utah,references
5809,Texas,references
5811,TX38,references
5811,Houston,references
5811,Texas,references
5816,Capitol Dome,references
5822,America,references
5830,Texas,references
5834,Russia,references
5834,Ukraine,references
5835,Lake Michigan,references
5837,U.S.,references
5838,Supreme Court,references
5839,Miami-Dade County,references
5844,Nueces County,references
5845,California,references
5846,Houston,references
5853,Japan,references
5853,Britain,references
5853,China,references
5858,United States,references
5858,United States,references
5862,America,references
5864,East Texas,references
5869,Afghanistan,references
5869,China,references
5869,Russia,references
5870,America,references
5873,America,references
5876,Venezuela,references
5881,U.S.,references
5892,Virginia House,references
5894,Virginia,references
5895,Virginians,references
5896,Virginia,references
5896,Woodbridge,references
5897,Virginia,references
5898,Virginia,references
5900,Virginia,references
5901,Ashburn,references
5901,Va,references
5903,North Carolina,references
5907,Southwest,references
5907,Southside,references
5907,Virginia,references
5908,US,references
5908,Marine Corps,references
5915,Richmond,references
5915,Ukraine,references
5916,Ukraine,references
5920,PA,references
5920,NM,references
5924,Nevada,references
5924,PA,references
5929,Burlington,references
5929,VT,references
5932,South Burlington,references
5935,Brandon,references
5935,VT,references
5939,Phenom Penh,references
5941,St. Albans,references
5941,Vermont,references
5942,Washington state,references
5943,Tri-Cities,references
5944,Washington state,references
5945,U.S. Armed Forces,references
5946,Grays Harbor,references
5946,Seattle,references
5946,Olympia,references
5946,Port Angeles,references
5947,Washington state,references
5948,U.S. Forest Service,references
5955,America,references
5956,Washington,references
5958,West Coast,references
5958,California,references
5958,Nevada,references
5958,Oregon,references
5958,Washington,references
5961,Washington state,references
5961,U.S. Senate,references
5964,Washington state,references
5966,America,references
5968,Washington state,references
5972,Wisconsin,references
5973,Wisconsin,references
5975,Wisconsin,references
5975,Ingeteam,references
5975,Milwaukee,references
5978,Wisconsin,references
5982,Wisconsin,references
5984,Lake Winnebago,references
5984,Oshkosh,references
5985,West Virginia,references
5985,Raleigh County,references
5987,Huntington,references
5988,Egypt,references
5990,West Virginia,references
5997,West Virginia,references
5999,West Virginia,references
6000,National,references
6004,West Virginians,references
6005,Biden White House,references
6007,America,references
6010,West Virginians,references
6012,Gassaway,references
6012,Braxton County,references
6014,West Virginia,references
6014,West Virginians,references
6015,Farmington,references
6015,WV,references
6015,St. Peter the Apostle Parish,references
6016,West Virginian,references
6016,West Virginians,references
6021,America,references
6023,Wyoming,references
6023,Washington,references
6024,Wyoming,references
6025,Wyoming,references
6025,United States,references
6026,Rock Springs,references
6027,Wyoming,references
6030,Wyoming,references
