:START_ID(Tweet),:END_ID(Person-ca),:TYPE,Specification
1158,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1159,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1160,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1161,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1162,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1163,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1164,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1165,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1166,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1167,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1168,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1169,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1170,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1171,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1172,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1173,Donald Trump,references,"45th US President, Donald Trump"
1173,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1174,Donald Trump,references,"45th US President, Donald Trump"
1174,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1175,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1176,Lloyd Doggett,references,US Representative Lloyd Doggett (TX-35)
1177,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1177,Byron Donalds,references,
1178,Byron Donalds,references,
1179,Elise Stefanik,references,US Representative Elise Stefanik (NY-21)
1179,Byron Donalds,references,
1180,Byron Donalds,references,
1181,Byron Donalds,references,
1182,Byron Donalds,references,
1183,Byron Donalds,references,
1184,Ron DeSantis,references,US Representative Ron DeSantis (FL-06)
1184,Byron Donalds,references,
1185,Ron DeSantis,references,US Representative Ron DeSantis (FL-06)
1185,Byron Donalds,references,
1186,Byron Donalds,references,
1187,Laura Ingraham,references,Laura Ingraham
1187,Burgess Owens,references,
1187,Byron Donalds,references,
1188,Mike Doyle,references,US Representative Mike Doyle (PA-14)
1189,Austin Davis,references,Austin Davis
1189,Mike Doyle,references,US Representative Mike Doyle (PA-14)
1189,John Fetterman,references,
1189,Josh Shapiro,references,
1189,John Fetterman,references,
1190,Mike Doyle,references,US Representative Mike Doyle (PA-14)
1191,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1192,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1193,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1194,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1195,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1196,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1197,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1198,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1199,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1200,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1201,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1201,Jay Obernolte,references,
1202,Joe Biden,references,US President Joe Biden
1202,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1203,Joe Biden,references,US President Joe Biden
1203,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1204,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1205,Joe Biden,references,US President Joe Biden
1205,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1206,Joe Biden,references,US President Joe Biden
1206,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1207,Joe Biden,references,US President Joe Biden
1207,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1208,Joe Biden,references,US President Joe Biden
1208,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1209,Joe Biden,references,US President Joe Biden
1209,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1210,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1211,Joe Biden,references,US President Joe Biden
1211,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1212,Joe Biden,references,US President Joe Biden
1212,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1213,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1214,Donald Trump,references,"45th US President, Donald Trump"
1214,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1214,Barack Obama,references,Former US President Barack Obama
1215,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1216,Joe Biden,references,US President Joe Biden
1216,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1217,Joe Biden,references,US President Joe Biden
1217,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1218,Joe Biden,references,US President Joe Biden
1218,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1219,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1220,Joe Biden,references,US President Joe Biden
1220,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1221,Joe Biden,references,US President Joe Biden
1221,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1222,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1223,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1224,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1225,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1226,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1227,Joe Biden,references,US President Joe Biden
1227,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1228,Joe Biden,references,US President Joe Biden
1228,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1229,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1229,Jay Obernolte,references,
1230,Joe Biden,references,US President Joe Biden
1230,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1231,Joe Biden,references,US President Joe Biden
1231,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1232,Joe Biden,references,US President Joe Biden
1232,Donald Trump,references,"45th US President, Donald Trump"
1232,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1233,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1233,John Kerry,references,"Former US Secretary of State, John Kerry"
1234,Joe Biden,references,US President Joe Biden
1234,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1235,Joe Biden,references,US President Joe Biden
1235,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1236,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1237,Joe Biden,references,US President Joe Biden
1237,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1238,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1238,Jen Psaki,references,
1239,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1240,Joe Biden,references,US President Joe Biden
1240,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1241,Joe Biden,references,US President Joe Biden
1241,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1242,Joe Biden,references,US President Joe Biden
1242,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1243,Joe Biden,references,US President Joe Biden
1243,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1244,Joe Biden,references,US President Joe Biden
1244,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1245,Joe Biden,references,US President Joe Biden
1245,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1246,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1247,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1248,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1249,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1250,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1251,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1252,Joe Biden,references,US President Joe Biden
1252,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1253,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1254,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1255,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1256,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1257,Joe Biden,references,US President Joe Biden
1257,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1258,Joe Biden,references,US President Joe Biden
1258,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1259,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1260,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1261,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1262,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1263,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1264,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1265,Joe Biden,references,US President Joe Biden
1265,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1266,Joe Biden,references,US President Joe Biden
1266,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1267,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1268,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1268,Saule Omarova,references,
1269,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1270,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1271,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1272,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1273,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1274,Joe Biden,references,US President Joe Biden
1274,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1275,Joe Biden,references,US President Joe Biden
1275,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1276,Donald Trump,references,"45th US President, Donald Trump"
1276,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1277,Donald Trump,references,"45th US President, Donald Trump"
1277,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1278,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1279,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1280,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1281,Joe Biden,references,US President Joe Biden
1281,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1282,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1283,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1284,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1285,Joe Biden,references,US President Joe Biden
1285,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1286,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1287,Donald Trump,references,"45th US President, Donald Trump"
1287,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1288,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1289,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1290,Jeff Duncan,references,US Representative Jeff Duncan (SC-03)
1291,Neal Dunn,references,US Representative Neal Dunn (FL-02)
1292,Neal Dunn,references,US Representative Neal Dunn (FL-02)
1293,Jake Ellzey,references,
1294,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1295,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1296,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1297,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1298,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1299,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1300,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1301,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1302,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1303,Joe Biden,references,US President Joe Biden
1303,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1304,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1305,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1306,Joe Biden,references,US President Joe Biden
1306,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1307,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1308,Joe Biden,references,US President Joe Biden
1308,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1309,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1310,Tom Emmer,references,US Representative Tom Emmer (MN-06)
1313,Joe Biden,references,US President Joe Biden
1318,Joe Biden,references,US President Joe Biden
1323,Mark Takano,references,US Representative Mark Takano (CA-41)
1326,Joe Biden,references,US President Joe Biden
1326,Anna G. Eshoo,references,US Representative Anna G. Eshoo (CA-18)
1327,Anna G. Eshoo,references,US Representative Anna G. Eshoo (CA-18)
1328,Anna G. Eshoo,references,US Representative Anna G. Eshoo (CA-18)
1329,Anna G. Eshoo,references,US Representative Anna G. Eshoo (CA-18)
1330,Anna G. Eshoo,references,US Representative Anna G. Eshoo (CA-18)
1331,Joe Biden,references,US President Joe Biden
1331,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1332,Joe Biden,references,US President Joe Biden
1332,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1333,Joe Biden,references,US President Joe Biden
1333,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1334,Joe Biden,references,US President Joe Biden
1334,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1335,Joe Biden,references,US President Joe Biden
1335,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1336,Joe Biden,references,US President Joe Biden
1336,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
1336,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1337,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1338,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1339,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1340,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1341,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
1341,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1342,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1343,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1344,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1345,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1346,Joe Biden,references,US President Joe Biden
1346,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1347,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1348,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1349,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1350,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1351,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
1351,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1352,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
1352,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1353,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
1353,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1354,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1355,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1356,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1357,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1358,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1359,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1360,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1361,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1362,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1363,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1364,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1365,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1366,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1367,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1368,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1369,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1370,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1371,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1372,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1373,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1374,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1375,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1376,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1377,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1378,Joe Biden,references,US President Joe Biden
1378,Adriano Espaillat,references,US Representative Adriano Espaillat (NY-13)
1379,Ron Estes,references,US Representative Ron Estes (KS-04)
1380,Joe Biden,references,US President Joe Biden
1380,Ron Estes,references,US Representative Ron Estes (KS-04)
1381,Ron Estes,references,US Representative Ron Estes (KS-04)
1382,Ron Estes,references,US Representative Ron Estes (KS-04)
1383,Ron Estes,references,US Representative Ron Estes (KS-04)
1384,Ron Estes,references,US Representative Ron Estes (KS-04)
1385,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1386,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1387,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1388,Joe Biden,references,US President Joe Biden
1388,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1389,Joe Biden,references,US President Joe Biden
1389,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1390,Richard E. Neal,references,US Representative Richard E. Neal (MA-01)
1390,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1391,Joe Biden,references,US President Joe Biden
1391,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1392,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1393,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1394,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1395,Joe Biden,references,US President Joe Biden
1395,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1396,Emanuel Cleaver,references,US Representative Emanuel Cleaver (MO-05)
1396,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1397,Emanuel Cleaver,references,US Representative Emanuel Cleaver (MO-05)
1397,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1398,Emanuel Cleaver,references,US Representative Emanuel Cleaver (MO-05)
1398,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1399,Joe Biden,references,US President Joe Biden
1399,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1399,Aaron Rupar,references,
1400,Joe Biden,references,US President Joe Biden
1400,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1401,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1402,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1403,Andy Biggs,references,US Representative Andy Biggs (AZ-5)
1403,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
1403,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1403,Don Beyer,references,US Representative Don Beyer (VA-08)
1404,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1404,Josh Shapiro,references,
1404,John Fetterman,references,
1405,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1406,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1406,Josh Shapiro,references,
1407,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1408,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1409,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1410,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1411,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1411,Pedro Cortes,references,"Pennsylvania Secretary of State, Pedro Cortes"
1412,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1413,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1414,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1415,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1416,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1417,Bill Pascrell Jr.,references,US Representative Bill Pascrell Jr. (NJ-09)
1417,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1418,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1419,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1420,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1420,Pedro Cortes,references,"Pennsylvania Secretary of State, Pedro Cortes"
1421,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1421,Pedro Cortes,references,"Pennsylvania Secretary of State, Pedro Cortes"
1422,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1422,Pedro Cortes,references,"Pennsylvania Secretary of State, Pedro Cortes"
1423,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1423,Pedro Cortes,references,"Pennsylvania Secretary of State, Pedro Cortes"
1424,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1425,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1426,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1427,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1428,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1429,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1430,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1431,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1432,Jan Schakowsky,references,US Representative Jan Schakowsky (IL-09)
1432,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1433,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1434,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1435,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1435,Questlove,references,African-American musician
1436,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1437,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1438,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1438,Pedro Cortes,references,"Pennsylvania Secretary of State, Pedro Cortes"
1439,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1439,Pedro Cortes,references,"Pennsylvania Secretary of State, Pedro Cortes"
1440,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1440,Pedro Cortes,references,"Pennsylvania Secretary of State, Pedro Cortes"
1441,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1442,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1443,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1444,Mark Takano,references,US Representative Mark Takano (CA-41)
1444,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1445,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1445,Pedro Cortes,references,"Pennsylvania Secretary of State, Pedro Cortes"
1446,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1446,Pedro Cortes,references,"Pennsylvania Secretary of State, Pedro Cortes"
1447,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1448,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1449,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1450,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1451,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1452,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1453,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1454,Joe Biden,references,US President Joe Biden
1454,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1455,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1456,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1457,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1458,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1459,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1461,Joe Biden,references,US President Joe Biden
1461,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1462,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1463,Dwight Evans,references,US Representative Dwight Evans (PA-02)
1465,Pat Fallon,references,
1466,Joe Biden,references,US President Joe Biden
1466,Pat Fallon,references,
1467,Elizabeth MacDonald,references,Elizabeth MacDonald
1467,Pat Fallon,references,
1468,Pat Fallon,references,
1469,Pat Fallon,references,
1470,Joe Biden,references,US President Joe Biden
1470,Pat Fallon,references,
1471,Pat Fallon,references,
1472,Joe Biden,references,US President Joe Biden
1472,Pat Fallon,references,
1473,Joe Biden,references,US President Joe Biden
1473,Pat Fallon,references,
1474,Pat Fallon,references,
1475,John Kerry,references,"Former US Secretary of State, John Kerry"
1475,Pat Fallon,references,
1475,Nicolás Maduro,references,President of Venezuela Nicolás Maduro
1476,Brian Babin,references,US Representative Brian Babin (TX-36)
1476,Pat Fallon,references,
1477,Joe Biden,references,US President Joe Biden
1477,Pat Fallon,references,
1478,Joe Biden,references,US President Joe Biden
1478,Pat Fallon,references,
1478,Alejandro Mayorkas,references,
1479,Joe Biden,references,US President Joe Biden
1479,Pat Fallon,references,
1480,Joe Biden,references,US President Joe Biden
1480,Dan Bishop,references,
1480,Pat Fallon,references,
1481,Joe Biden,references,US President Joe Biden
1481,Pat Fallon,references,
1482,Joe Biden,references,US President Joe Biden
1482,Pat Fallon,references,
1483,Joe Biden,references,US President Joe Biden
1483,Donald Trump,references,"45th US President, Donald Trump"
1483,Pat Fallon,references,
1484,Joe Biden,references,US President Joe Biden
1484,Pat Fallon,references,
1485,Randy Feenstra,references,
1486,Randy Feenstra,references,
1487,Randy Feenstra,references,
1488,Mariannette Miller-Meeks,references,
1488,Randy Feenstra,references,
1489,Randy Feenstra,references,
1490,Randy Feenstra,references,
1491,Drew Ferguson,references,US Representative Drew Ferguson (GA-03)
1492,Drew Ferguson,references,US Representative Drew Ferguson (GA-03)
1493,Drew Ferguson,references,US Representative Drew Ferguson (GA-03)
1503,Joe Biden,references,US President Joe Biden
1504,Joe Biden,references,US President Joe Biden
1505,Scott Fitzgerald,references,
1506,Scott Fitzgerald,references,
1507,Scott Fitzgerald,references,
1508,Scott Fitzgerald,references,
1509,Brian Fitzpatrick,references,US Representative Brian Fitzpatrick (PA-08)
1510,Brian Fitzpatrick,references,US Representative Brian Fitzpatrick (PA-08)
1511,Brian Fitzpatrick,references,US Representative Brian Fitzpatrick (PA-08)
1512,Brian Fitzpatrick,references,US Representative Brian Fitzpatrick (PA-08)
1513,Brian Fitzpatrick,references,US Representative Brian Fitzpatrick (PA-08)
1514,Brian Fitzpatrick,references,US Representative Brian Fitzpatrick (PA-08)
1515,Brian Fitzpatrick,references,US Representative Brian Fitzpatrick (PA-08)
1516,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1517,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1517,Bill Lee,references,"Candidate for Governor of Tennessee, Bill Lee"
1518,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1519,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1520,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1521,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1521,Bill Hagerty,references,
1522,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1523,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1524,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1524,Bill Hagerty,references,
1525,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1526,Joe Biden,references,US President Joe Biden
1526,Chuck Fleischmann,references,US Representative Chuck Fleischmann (TN-03)
1538,Mayra Flores,references,
1539,Maria Bartiromo,references,
1539,Mayra Flores,references,
